UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
217475,24,21,26,0,35,34,67,13,14,30,16,15,33,10,,,,,,,,,,,,,,,,,19,,9,,31,
217484,72,69,73,57,71,71,0,57,58,75,63,75,70,,57,69,71,69,72,57,68,69,0,58,58,74,62,74,67,,61,60,71,70,80,79
217493,91,87,93,100,96,96,,79,88,90,100,83,91,4,64,85,91,87,93,100,96,96,,79,88,90,100,83,91,4,87,87,91,91,92,92
217518,66,64,69,0,72,76,0,65,62,68,61,56,45,27,59,64,66,64,69,0,72,76,0,65,62,68,61,56,45,27,61,61,65,65,71,71
217536,76,74,76,,100,100,,71,57,77,80,73,73,,70,75,76,74,76,,100,100,,71,57,77,80,73,73,,71,71,76,76,78,78
217581,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,75,,100,
217606,31,32,30,,,,,0,36,29,100,0,0,,24,27,29,32,22,,,,,0,30,29,100,0,0,,37,35,33,25,0,0
217615,19,22,16,20,50,100,0,12,23,20,67,100,,23,,,,,,,,,,,,,,,,,13,,40,,24,
217624,8,8,8,,,,,8,0,0,,,,,0,32,41,38,44,,,,,50,0,0,,,,,7,41,40,40,,
217633,60,51,65,,50,67,0,43,58,63,55,0,11,,58,60,60,51,65,,50,67,0,43,58,63,55,0,11,,51,51,55,55,80,80
217688,44,37,48,,,,,50,,89,100,41,,40,34,41,44,37,48,,,,,50,,89,100,41,,40,32,32,43,43,57,57
217712,14,11,16,50,0,0,,12,20,14,0,0,,32,,,,,,,,,,,,,,,,,18,,0,,12,
217721,20,12,28,50,0,0,,24,33,0,100,1,57,32,13,18,20,12,28,50,0,0,,24,33,0,100,1,57,32,17,17,29,29,49,49
217749,69,69,70,0,50,50,50,11,81,70,63,72,79,18,65,68,69,68,70,0,56,60,50,11,80,69,71,72,79,18,65,65,58,57,75,75
217776,60,51,66,,,,,35,50,66,,71,50,33,52,59,60,51,66,,,,,35,50,66,,71,50,33,62,62,64,64,54,54
217794,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,45,,,
217819,65,63,66,70,71,72,67,58,60,65,76,64,63,26,57,63,65,63,66,70,71,72,67,58,60,65,76,64,63,26,55,55,66,66,68,68
217828,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,0,,44,
217837,26,24,27,0,0,0,,20,0,33,25,100,,30,,,,,,,,,,,,,,,,,0,,,,96,
217864,70,70,77,83,69,73,50,56,66,73,63,100,50,17,64,69,70,70,77,83,69,73,50,56,66,73,63,100,50,17,64,64,72,72,72,72
217873,50,44,53,33,50,43,100,52,0,50,0,0,100,28,47,49,50,44,53,33,50,43,100,52,0,50,0,0,100,28,48,48,61,61,60,60
217882,85,82,89,100,88,88,,69,76,87,85,100,78,10,66,83,85,82,89,100,88,88,,69,76,87,85,100,78,10,79,79,85,85,87,87
217891,12,11,14,,,,,15,,0,,7,,,8,8,8,0,33,,,,,13,,,,0,,,13,9,0,0,,
217907,42,30,53,100,50,50,,37,14,49,25,,33,43,37,42,42,30,53,100,50,50,,37,14,49,25,,33,43,38,38,44,44,47,47
217925,70,68,72,,50,50,,17,100,73,67,100,100,18,62,66,68,64,72,,50,50,,17,100,71,67,100,100,18,69,66,59,59,88,88
217934,55,,55,,50,100,0,54,57,52,73,,83,33,48,53,55,,55,,50,100,0,54,57,52,73,,83,33,49,49,43,43,72,72
217961,57,,57,,100,100,,43,38,60,80,54,50,,52,57,57,,57,,100,100,,43,38,60,80,54,50,,56,56,57,57,60,60
217989,16,12,19,,,,,14,,50,100,,,42,,,,,,,,,,,,,,,,,18,,57,,0,
217998,46,40,51,100,50,50,,39,63,45,,58,,5,41,46,46,40,51,100,50,50,,39,63,45,,58,,5,40,40,62,62,33,33
218025,19,31,8,0,33,33,,8,41,23,0,22,,24,,,,,,,,,,,,,,,,,14,,14,,44,
218061,39,30,43,0,33,33,,34,44,45,36,,23,43,21,36,39,30,43,0,33,33,,34,44,45,36,,23,43,35,35,40,40,48,48
218070,85,84,86,75,82,82,,90,85,86,82,62,50,12,78,85,85,84,86,75,82,82,,90,85,86,82,62,50,12,82,82,81,81,87,87
218113,17,22,13,25,32,31,50,10,20,20,12,20,38,20,,,,,,,,,,,,,,,,,13,,6,,35,
218140,26,26,27,0,38,42,0,8,18,32,27,30,33,19,,,,,,,,,,,,,,,,,51,,5,,0,
218159,39,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,17,,100,,53,
218195,21,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,11,,50,,33,
218229,45,41,46,100,50,50,,31,56,51,33,17,33,33,31,42,45,41,46,100,50,50,,31,56,51,33,17,33,33,39,39,48,48,52,52
218238,25,22,31,0,100,100,,21,11,28,18,50,43,50,21,26,27,22,34,0,100,100,,22,11,30,19,100,48,54,22,21,28,28,31,38
218353,15,15,16,0,18,19,0,10,23,20,18,4,,30,,,,,,,,,,,,,,,,,13,,9,,18,
218399,24,15,30,0,,,,24,0,,0,,,35,11,21,24,15,30,0,,,,24,0,,0,,,35,23,23,46,46,14,14
218414,49,45,55,50,100,100,,35,64,56,38,41,69,,35,48,49,45,55,50,100,100,,35,64,56,38,41,69,,46,46,51,51,58,58
218441,54,42,67,,83,100,0,28,56,56,45,63,0,,44,53,54,42,67,,83,100,0,28,56,56,45,63,0,,49,49,52,52,59,59
218487,28,47,14,0,33,33,,13,50,39,50,0,,27,,,,,,,,,,,,,,,,,24,,50,,36,
218520,28,31,25,25,100,100,,18,29,31,16,,,15,,,,,,,,,,,,,,,,,24,,29,,37,
218539,63,56,71,,67,67,,35,89,67,83,67,64,30,53,58,60,55,65,,33,33,,35,89,62,83,67,64,30,51,50,63,56,73,68
218645,42,34,47,33,80,75,100,39,42,44,24,71,45,40,25,39,42,34,47,33,80,75,100,39,42,44,24,71,45,40,41,41,38,38,46,46
218654,38,31,42,0,33,33,,32,44,39,42,55,57,42,29,37,38,31,42,0,33,33,,32,44,39,42,55,57,42,34,34,46,46,40,40
218663,78,74,82,60,81,82,71,74,79,79,69,73,79,16,69,77,78,74,82,60,81,82,71,74,79,79,69,73,79,16,67,67,74,74,82,82
218672,16,14,19,,75,75,,10,6,17,13,67,100,54,,,,,,,,,,,,,,,,,14,,17,,19,
218681,24,19,27,100,,,,25,4,25,0,33,44,43,,,,,,,,,,,,,,,,,25,,13,,24,
218690,26,21,31,0,50,50,,25,8,28,13,0,50,37,,,,,,,,,,,,,,,,,21,,13,,34,
218706,31,33,29,100,,,,13,50,40,20,36,,41,,,,,,,,,,,,,,,,,23,,50,,42,
218724,48,42,54,50,67,67,,40,50,50,44,40,57,36,37,46,48,42,54,50,67,67,,40,50,50,44,40,57,36,41,41,49,49,55,55
218733,34,29,40,25,0,0,,34,25,70,,,,27,18,30,34,29,40,25,0,0,,34,25,70,,,,27,34,34,61,61,0,0
218742,43,33,49,,47,44,100,37,43,48,40,33,36,39,30,41,43,33,49,,47,44,100,37,43,48,40,33,36,39,42,42,36,36,49,49
218821,36,35,36,,50,50,,33,39,38,13,,0,30,,,,,,,,,,,,,,,,,32,,31,,45,
218830,29,34,23,,26,27,0,16,38,31,16,11,,12,,,,,,,,,,,,,,,,,28,,13,,31,
218858,22,29,17,,25,33,0,14,17,27,38,20,,20,,,,,,,,,,,,,,,,,19,,31,,26,
218885,35,33,36,17,24,24,,21,25,37,27,36,,34,,,,,,,,,,,,,,,,,28,,42,,37,
218894,24,24,23,0,25,32,0,17,19,28,18,19,,18,,,,,,,,,,,,,,,,,22,,23,,26,
218919,36,31,41,100,,,,34,100,100,100,0,,,33,36,36,31,41,100,,,,34,100,100,100,0,,,36,36,,,36,36
218955,15,13,15,0,100,100,,17,,9,,,,61,,,,,,,,,,,,,,,,,16,,,,10,
218964,61,51,65,100,38,38,,53,56,66,62,,60,18,48,58,61,51,65,100,38,38,,53,56,66,62,,60,18,55,55,59,59,69,69
218973,83,85,81,,92,92,,76,93,83,54,100,100,15,80,82,83,85,81,,92,92,,76,93,83,54,100,100,15,71,71,83,83,85,85
218991,31,32,30,50,50,50,,20,31,34,26,28,,17,,,,,,,,,,,,,,,,,27,,37,,34,
219000,76,67,80,50,67,67,,54,67,77,80,25,77,16,61,73,76,67,80,50,67,67,,54,67,77,80,25,77,16,67,67,78,78,78,78
219037,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
219046,44,38,48,15,20,25,0,11,27,49,39,67,25,,26,41,44,39,48,16,25,33,0,11,26,49,38,33,33,,36,35,46,45,50,52
219082,49,49,49,25,33,33,,38,57,53,15,0,50,,30,42,46,46,46,13,33,33,,25,57,50,15,0,50,,40,37,43,39,61,60
219091,53,45,63,25,,,,0,67,54,50,,0,,44,46,46,42,51,25,,,,0,56,46,50,,0,,48,48,57,57,56,30
219125,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,100,,88,
219143,70,74,62,61,25,33,0,33,40,71,0,71,100,4,,,,,,,,,,,,,,,,,65,,68,,75,
219189,71,74,60,47,89,88,100,0,64,72,67,,,5,,,,,,,,,,,,,,,,,63,,75,,78,
219198,57,48,64,0,33,50,0,25,40,65,20,,,23,45,56,57,48,64,0,33,50,0,25,40,65,20,,,23,56,56,45,45,70,70
219204,33,0,36,0,,,,0,,57,,,,,0,0,0,,0,0,,,,0,,0,,,,,44,0,,,0,0
219259,51,45,56,11,60,60,,17,47,56,27,,36,25,40,56,59,54,62,20,67,67,,40,71,62,29,,40,23,47,56,42,50,57,64
219277,6,7,5,6,,,,0,,,,,,17,0,2,2,0,4,2,,,,0,,,,,,18,6,0,,,10,14
219295,27,20,38,0,0,0,0,0,5,36,,0,,36,21,27,27,20,38,0,0,0,0,0,5,36,,0,,36,41,41,22,22,22,22
219347,56,52,69,0,50,50,,50,50,57,38,,83,6,28,54,56,52,69,0,50,50,,50,50,57,38,,83,6,49,49,52,52,60,60
219356,59,55,63,13,50,47,100,36,37,61,46,50,48,,42,57,59,55,63,14,45,42,100,41,37,61,47,33,48,,51,51,58,58,65,64
219374,10,0,18,10,,,,,,0,,,,,0,0,0,0,,0,,,,,,,,,,,17,,,,0,0
219383,59,52,64,0,67,67,,44,100,61,33,80,40,29,47,57,59,51,63,0,33,33,,44,100,61,33,80,40,29,49,49,61,61,65,64
219408,6,7,6,7,,,,0,,0,,,,,,,,,,,,,,,,,,,,,8,,,,0,
219426,58,61,55,46,77,75,100,45,53,60,29,40,,8,,,,,,,,,,,,,,,,,49,,52,,69,
219453,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,100,,83,
219471,57,51,61,13,50,60,0,45,43,62,30,0,55,25,44,55,57,51,60,13,50,60,0,46,43,61,28,0,55,25,46,46,53,53,66,65
