UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
450951,43,542361,12613,,,,43,542361,12613,0,0,,,,,0,0,
450960,0,0,,,,,0,0,,1,4500,4500,,,,1,4500,4500
450988,0,0,,,,,0,0,,0,0,,,,,0,0,
451042,0,0,,,,,0,0,,0,0,,,,,0,0,
451051,6,50022,8337,,,,6,50022,8337,0,0,,,,,0,0,
451079,,,,3,48880,16293,3,48880,16293,,,,0,0,,0,0,
451097,0,0,,,,,0,0,,0,0,,,,,0,0,
451103,0,0,,1,583,583,1,583,583,0,0,,0,0,,0,0,
451121,0,0,,,,,0,0,,0,0,,,,,0,0,
451149,19,273839,14413,,,,19,273839,14413,0,0,,,,,0,0,
451158,42,537786,12804,,,,42,537786,12804,0,0,,,,,0,0,
451167,1,14015,14015,,,,1,14015,14015,0,0,,,,,0,0,
451194,0,0,,,,,0,0,,0,0,,,,,0,0,
451228,13,255221,19632,,,,13,255221,19632,0,0,,,,,0,0,
451237,4,48364,12091,,,,4,48364,12091,0,0,,,,,0,0,
451255,0,0,,,,,0,0,,0,0,,,,,0,0,
451282,0,0,,,,,0,0,,0,0,,,,,0,0,
451291,0,0,,,,,0,0,,0,0,,,,,0,0,
451307,0,0,,,,,0,0,,0,0,,,,,0,0,
451316,2,12600,6300,,,,2,12600,6300,0,0,,,,,0,0,
451334,10,105477,10548,,,,10,105477,10548,0,0,,,,,0,0,
451343,0,0,,,,,0,0,,0,0,,,,,0,0,
451352,15,101310,6754,,,,15,101310,6754,0,0,,,,,0,0,
451370,0,0,,,,,0,0,,0,0,,,,,0,0,
451398,0,0,,,,,0,0,,0,0,,,,,0,0,
451404,0,0,,,,,0,0,,0,0,,,,,0,0,
451413,6,23187,3865,,,,6,23187,3865,0,0,,,,,0,0,
451459,0,0,,,,,0,0,,0,0,,,,,0,0,
451468,8,125848,15731,,,,8,125848,15731,0,0,,,,,0,0,
451477,733,11990258,16358,,,,733,11990258,16358,0,0,,,,,0,0,
451495,0,0,,,,,0,0,,0,0,,,,,0,0,
451501,0,0,,,,,0,0,,0,0,,,,,0,0,
451510,,,,15,407744,27183,15,407744,27183,,,,0,0,,0,0,
451529,1,6490,6490,,,,1,6490,6490,0,0,,,,,0,0,
451547,0,0,,,,,0,0,,0,0,,,,,0,0,
451556,94,1094769,11646,,,,94,1094769,11646,0,0,,,,,0,0,
451565,2,29518,14759,,,,2,29518,14759,0,0,,,,,0,0,
451574,3,45712,15237,,,,3,45712,15237,0,0,,,,,0,0,
451583,21,51600,2457,,,,21,51600,2457,0,0,,,,,0,0,
451626,0,0,,,,,0,0,,0,0,,,,,0,0,
451714,32,449312,14041,,,,32,449312,14041,0,0,,,,,0,0,
451741,0,0,,,,,0,0,,0,0,,,,,0,0,
451750,24,327030,13626,,,,24,327030,13626,0,0,,,,,0,0,
451820,27,428451,15869,,,,27,428451,15869,0,0,,,,,0,0,
451857,2,31683,15842,,,,2,31683,15842,0,0,,,,,0,0,
451866,9,115133,12793,,,,9,115133,12793,0,0,,,,,0,0,
451918,3,32480,10827,,,,3,32480,10827,0,0,,,,,0,0,
451927,0,0,,,,,0,0,,0,0,,,,,0,0,
452009,2,10659,5330,,,,2,10659,5330,0,0,,,,,0,0,
452072,1,12168,12168,,,,1,12168,12168,0,0,,,,,0,0,
452081,7,64479,9211,,,,7,64479,9211,0,0,,,,,0,0,
452106,0,0,,,,,0,0,,0,0,,,,,0,0,
452124,33,301782,9145,,,,33,301782,9145,0,0,,,,,0,0,
452373,1,4140,4140,,,,1,4140,4140,0,0,,,,,0,0,
452771,0,0,,,,,0,0,,0,0,,,,,0,0,
452780,0,0,,,,,0,0,,0,0,,,,,0,0,
452887,10,151446,15145,,,,10,151446,15145,0,0,,,,,0,0,
452948,22,251859,11448,,,,22,251859,11448,0,0,,,,,0,0,
453163,115,878968,7643,16,113882,7118,131,992850,7579,14,35055,2504,4,8910,2228,18,43965,2443
453215,9,78008,8668,1,5910,5910,10,83918,8392,2,2985,1493,0,0,,2,2985,1493
453297,1,14520,14520,,,,1,14520,14520,0,0,,,,,0,0,
453756,15,216526,14435,,,,15,216526,14435,0,0,,,,,0,0,
453792,1,11319,11319,,,,1,11319,11319,0,0,,,,,0,0,
454184,13,337509,25962,,,,13,337509,25962,0,0,,,,,0,0,
454227,303,2526511,8338,284,1927805,6788,587,4454316,7588,17,46750,2750,26,49750,1913,43,96500,2244
454236,34,480561,14134,,,,34,480561,14134,4,9250,2313,,,,4,9250,2313
454245,79,1187775,15035,,,,79,1187775,15035,4,12000,3000,,,,4,12000,3000
454537,0,0,,,,,0,0,,0,0,,,,,0,0,
454546,7,49151,7022,,,,7,49151,7022,0,0,,,,,0,0,
454555,10,65038,6504,,,,10,65038,6504,0,0,,,,,0,0,
454582,12,79052,6588,5,16928,3386,17,95980,5646,4,3998,1000,0,0,,4,3998,1000
454607,10,132422,13242,,,,10,132422,13242,0,0,,,,,0,0,
454616,8,102175,12772,,,,8,102175,12772,0,0,,,,,0,0,
454652,0,0,,,,,0,0,,0,0,,,,,0,0,
454689,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
454698,23,162923,7084,,,,23,162923,7084,171,766759,4484,,,,171,766759,4484
454722,0,0,,,,,0,0,,0,0,,,,,0,0,
454759,6,86141,14357,,,,6,86141,14357,0,0,,,,,0,0,
454768,0,0,,,,,0,0,,0,0,,,,,0,0,
454777,29,519273,17906,,,,29,519273,17906,0,0,,,,,0,0,
454786,429,4186758,9759,,,,429,4186758,9759,0,0,,,,,0,0,
454795,38,156000,4105,,,,38,156000,4105,0,0,,,,,0,0,
454801,1,15626,15626,,,,1,15626,15626,0,0,,,,,0,0,
454810,614,4351439,7087,,,,614,4351439,7087,12,48328,4027,,,,12,48328,4027
454829,24,63103,2629,12,13752,1146,36,76855,2135,6,2685,448,21,15562,741,27,18247,676
454838,,,,1,7785,7785,1,7785,7785,,,,0,0,,0,0,
454856,41,620332,15130,0,0,,41,620332,15130,0,0,,0,0,,0,0,
454865,4,75160,18790,,,,4,75160,18790,0,0,,,,,0,0,
454874,0,0,,,,,0,0,,0,0,,,,,0,0,
454917,7,61894,8842,,,,7,61894,8842,0,0,,,,,0,0,
454926,1,19435,19435,,,,1,19435,19435,0,0,,,,,0,0,
454935,0,0,,,,,0,0,,0,0,,,,,0,0,
454944,1,7306,7306,,,,1,7306,7306,0,0,,,,,0,0,
454953,0,0,,,,,0,0,,0,0,,,,,0,0,
454962,0,0,,,,,0,0,,0,0,,,,,0,0,
454971,4,53492,13373,,,,4,53492,13373,0,0,,,,,0,0,
454980,1,15250,15250,,,,1,15250,15250,0,0,,,,,0,0,
454999,1,15404,15404,,,,1,15404,15404,0,0,,,,,0,0,
455008,2,35728,17864,,,,2,35728,17864,0,0,,,,,0,0,
455026,6,122025,20338,,,,6,122025,20338,0,0,,,,,0,0,
455062,0,0,,,,,0,0,,0,0,,,,,0,0,
455071,8,54000,6750,,,,8,54000,6750,0,0,,,,,0,0,
455080,0,0,,,,,0,0,,0,0,,,,,0,0,
455099,,,,2,13105,6553,2,13105,6553,,,,0,0,,0,0,
455105,0,0,,,,,0,0,,0,0,,,,,0,0,
455114,205,339116,1654,,,,205,339116,1654,40,62463,1562,,,,40,62463,1562
455141,17,320124,18831,,,,17,320124,18831,0,0,,,,,0,0,
455178,,,,6,127565,21261,6,127565,21261,,,,0,0,,0,0,
455187,0,0,,,,,0,0,,0,0,,,,,0,0,
455196,70,673064,9615,,,,70,673064,9615,0,0,,,,,0,0,
455202,3,67512,22504,,,,3,67512,22504,0,0,,,,,0,0,
455211,10,181102,18110,,,,10,181102,18110,2,7000,3500,,,,2,7000,3500
455220,0,0,,,,,0,0,,0,0,,,,,0,0,
455257,0,0,,,,,0,0,,0,0,,,,,0,0,
455275,5,94469,18894,,,,5,94469,18894,0,0,,,,,0,0,
455284,0,0,,,,,0,0,,0,0,,,,,0,0,
455327,4,45586,11397,,,,4,45586,11397,0,0,,,,,0,0,
455336,30,486669,16222,,,,30,486669,16222,0,0,,,,,0,0,
455354,14,223247,15946,,,,14,223247,15946,0,0,,,,,0,0,
455381,0,0,,,,,0,0,,0,0,,,,,0,0,
455406,,,,3,60538,20179,3,60538,20179,,,,0,0,,0,0,
455433,,,,13,243450,18727,13,243450,18727,,,,0,0,,0,0,
455460,5,55341,11068,,,,5,55341,11068,0,0,,,,,0,0,
455479,66,545432,8264,,,,66,545432,8264,0,0,,,,,0,0,
455488,14,93481,6677,,,,14,93481,6677,0,0,,,,,0,0,
455512,0,0,,,,,0,0,,0,0,,,,,0,0,
455628,25,150296,6012,,,,25,150296,6012,0,0,,,,,0,0,
455664,9,79851,8872,31,804073,25938,40,883924,22098,1,1500,1500,5,13750,2750,6,15250,2542
455707,2,22842,11421,,,,2,22842,11421,0,0,,,,,0,0,
455725,17,135817,7989,,,,17,135817,7989,0,0,,,,,0,0,
455734,1,16291,16291,,,,1,16291,16291,0,0,,,,,0,0,
455761,15,188077,12538,,,,15,188077,12538,0,0,,,,,0,0,
455770,0,0,,,,,0,0,,0,0,,,,,0,0,
455798,1,4993,4993,,,,1,4993,4993,0,0,,,,,0,0,
455804,,,,18,315235,17513,18,315235,17513,,,,0,0,,0,0,
455831,0,0,,,,,0,0,,0,0,,,,,0,0,
455859,8,102193,12774,,,,8,102193,12774,0,0,,,,,0,0,
455868,0,0,,,,,0,0,,0,0,,,,,0,0,
455877,2,41200,20600,,,,2,41200,20600,0,0,,,,,0,0,
455886,3,63551,21184,,,,3,63551,21184,0,0,,,,,0,0,
455895,4,66430,16608,,,,4,66430,16608,0,0,,,,,0,0,
455901,0,0,,,,,0,0,,0,0,,,,,0,0,
455910,9,79755,8862,,,,9,79755,8862,0,0,,,,,0,0,
455929,4,66840,16710,,,,4,66840,16710,0,0,,,,,0,0,
455965,0,0,,,,,0,0,,0,0,,,,,0,0,
455974,0,0,,,,,0,0,,0,0,,,,,0,0,
455983,4,19712,4928,,,,4,19712,4928,0,0,,,,,0,0,
455992,,,,5,67043,13409,5,67043,13409,,,,0,0,,0,0,
456001,3,75543,25181,,,,3,75543,25181,0,0,,,,,0,0,
456029,2,39077,19539,,,,2,39077,19539,0,0,,,,,0,0,
456038,18,102179,5677,,,,18,102179,5677,0,0,,,,,0,0,
456065,0,0,,,,,0,0,,0,0,,,,,0,0,
456074,0,0,,,,,0,0,,0,0,,,,,0,0,
456135,0,0,,,,,0,0,,0,0,,,,,0,0,
456153,15,198578,13239,,,,15,198578,13239,0,0,,,,,0,0,
456205,8,59761,7470,,,,8,59761,7470,0,0,,,,,0,0,
456214,70,1111758,15882,,,,70,1111758,15882,0,0,,,,,0,0,
456287,0,0,,,,,0,0,,0,0,,,,,0,0,
456454,17,117785,6929,,,,17,117785,6929,0,0,,,,,0,0,
456481,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
456490,3,11335,3778,0,0,,3,11335,3778,0,0,,0,0,,0,0,
456506,0,0,,,,,0,0,,0,0,,,,,0,0,
456515,0,0,,,,,0,0,,0,0,,,,,0,0,
456542,,,,2,30425,15213,2,30425,15213,,,,0,0,,0,0,
456551,0,0,,,,,0,0,,0,0,,,,,0,0,
456579,4,27571,6893,,,,4,27571,6893,0,0,,,,,0,0,
456588,0,0,,,,,0,0,,0,0,,,,,0,0,
456597,4,61652,15413,,,,4,61652,15413,0,0,,,,,0,0,
456621,12,99364,8280,1,14925,14925,13,114289,8791,0,0,,0,0,,0,0,
456825,0,0,,,,,0,0,,0,0,,,,,0,0,
456852,27,269317,9975,,,,27,269317,9975,0,0,,,,,0,0,
456922,6,22554,3759,,,,6,22554,3759,0,0,,,,,0,0,
456931,20,234923,11746,,,,20,234923,11746,0,0,,,,,0,0,
456959,9,113010,12557,,,,9,113010,12557,0,0,,,,,0,0,
456968,6,85689,14282,,,,6,85689,14282,0,0,,,,,0,0,
456977,0,0,,,,,0,0,,0,0,,,,,0,0,
457031,0,0,,,,,0,0,,0,0,,,,,0,0,
457077,9,95475,10608,,,,9,95475,10608,0,0,,,,,0,0,
457086,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
457101,23,289771,12599,,,,23,289771,12599,0,0,,,,,0,0,
457110,26,337658,12987,,,,26,337658,12987,0,0,,,,,0,0,
457129,111,1597727,14394,,,,111,1597727,14394,1,2750,2750,,,,1,2750,2750
457192,0,0,,,,,0,0,,0,0,,,,,0,0,
457208,24,393243,16385,,,,24,393243,16385,0,0,,,,,0,0,
457226,3,15670,5223,1,5300,5300,4,20970,5243,0,0,,0,0,,0,0,
457253,0,0,,,,,0,0,,0,0,,,,,0,0,
457299,4,61526,15382,0,0,,4,61526,15382,0,0,,0,0,,0,0,
457314,0,0,,,,,0,0,,0,0,,,,,0,0,
457323,15,290332,19355,,,,15,290332,19355,0,0,,,,,0,0,
457332,0,0,,,,,0,0,,0,0,,,,,0,0,
457341,0,0,,,,,0,0,,0,0,,,,,0,0,
457350,0,0,,,,,0,0,,0,0,,,,,0,0,
457378,17,42788,2517,,,,17,42788,2517,0,0,,,,,0,0,
457387,7,17234,2462,,,,7,17234,2462,0,0,,,,,0,0,
457396,13,166485,12807,,,,13,166485,12807,0,0,,,,,0,0,
457402,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
457411,47,601835,12805,,,,47,601835,12805,0,0,,,,,0,0,
457420,2,37796,18898,,,,2,37796,18898,0,0,,,,,0,0,
457439,0,0,,,,,0,0,,0,0,,,,,0,0,
457448,0,0,,,,,0,0,,0,0,,,,,0,0,
457466,2,35000,17500,,,,2,35000,17500,0,0,,,,,0,0,
457475,0,0,,,,,0,0,,0,0,,,,,0,0,
457484,20,226563,11328,6,35907,5985,26,262470,10095,0,0,,0,0,,0,0,
457493,0,0,,,,,0,0,,0,0,,,,,0,0,
457527,4,38590,9648,,,,4,38590,9648,0,0,,,,,0,0,
457536,8,58519,7315,,,,8,58519,7315,0,0,,,,,0,0,
457545,0,0,,,,,0,0,,0,0,,,,,0,0,
457554,0,0,,,,,0,0,,0,0,,,,,0,0,
457563,8,113189,14149,,,,8,113189,14149,0,0,,,,,0,0,
457572,0,0,,,,,0,0,,0,0,,,,,0,0,
457581,6,81542,13590,,,,6,81542,13590,0,0,,,,,0,0,
457606,0,0,,,,,0,0,,0,0,,,,,0,0,
457615,0,0,,,,,0,0,,0,0,,,,,0,0,
457624,0,0,,,,,0,0,,0,0,,,,,0,0,
457633,3,45578,15193,,,,3,45578,15193,0,0,,,,,0,0,
457642,0,0,,,,,0,0,,0,0,,,,,0,0,
457679,0,0,,,,,0,0,,0,0,,,,,0,0,
457697,5,16102,3220,0,0,,5,16102,3220,0,0,,0,0,,0,0,
457749,6,61335,10223,,,,6,61335,10223,0,0,,,,,0,0,
457767,1,10445,10445,,,,1,10445,10445,0,0,,,,,0,0,
457776,0,0,,,,,0,0,,0,0,,,,,0,0,
457785,0,0,,,,,0,0,,0,0,,,,,0,0,
457794,0,0,,,,,0,0,,0,0,,,,,0,0,
457800,0,0,,,,,0,0,,0,0,,,,,0,0,
457819,48,757328,15778,,,,48,757328,15778,0,0,,,,,0,0,
457837,0,0,,,,,0,0,,0,0,,,,,0,0,
457855,0,0,,,,,0,0,,0,0,,,,,0,0,
457873,2,11900,5950,,,,2,11900,5950,0,0,,,,,0,0,
457916,0,0,,,,,0,0,,0,0,,,,,0,0,
457925,0,0,,,,,0,0,,0,0,,,,,0,0,
457943,0,0,,,,,0,0,,0,0,,,,,0,0,
457952,0,0,,,,,0,0,,0,0,,,,,0,0,
457989,0,0,,,,,0,0,,0,0,,,,,0,0,
458007,0,0,,,,,0,0,,0,0,,,,,0,0,
458034,1,4991,4991,,,,1,4991,4991,0,0,,,,,0,0,
458043,2,26000,13000,,,,2,26000,13000,0,0,,,,,0,0,
458061,0,0,,,,,0,0,,0,0,,,,,0,0,
458070,0,0,,,,,0,0,,0,0,,,,,0,0,
458098,0,0,,,,,0,0,,0,0,,,,,0,0,
458104,0,0,,,,,0,0,,0,0,,,,,0,0,
458113,1,1120,1120,,,,1,1120,1120,0,0,,,,,0,0,
458122,0,0,,,,,0,0,,0,0,,,,,0,0,
458131,0,0,,,,,0,0,,0,0,,,,,0,0,
458140,4,29012,7253,,,,4,29012,7253,0,0,,,,,0,0,
458168,4,64559,16140,,,,4,64559,16140,0,0,,,,,0,0,
458210,125,2579864,20639,15,121806,8120,140,2701670,19298,3,12115,4038,0,0,,3,12115,4038
458229,148,3277847,22148,,,,148,3277847,22148,0,0,,,,,0,0,
458274,0,0,,,,,0,0,,0,0,,,,,0,0,
458405,41,262811,6410,,,,41,262811,6410,0,0,,,,,0,0,
458423,0,0,,,,,0,0,,0,0,,,,,0,0,
458441,32,333384,10418,,,,32,333384,10418,0,0,,,,,0,0,
458496,34,489348,14393,,,,34,489348,14393,0,0,,,,,0,0,
458681,9,44803,4978,,,,9,44803,4978,0,0,,,,,0,0,
458803,0,0,,,,,0,0,,0,0,,,,,0,0,
458812,2,2463,1232,,,,2,2463,1232,0,0,,,,,0,0,
458821,0,0,,,,,0,0,,0,0,,,,,0,0,
458830,0,0,,,,,0,0,,0,0,,,,,0,0,
458858,1,19360,19360,,,,1,19360,19360,0,0,,,,,0,0,
458867,4,59313,14828,,,,4,59313,14828,0,0,,,,,0,0,
458885,12,151048,12587,0,0,,12,151048,12587,0,0,,2,5249,2625,2,5249,2625
458919,404,2790597,6907,0,0,,404,2790597,6907,17,49880,2934,1,1240,1240,18,51120,2840
458955,11,112126,10193,1,85,85,12,112211,9351,2,5940,2970,0,0,,2,5940,2970
458964,86,638323,7422,15,72172,4811,101,710495,7035,15,37966,2531,2,8168,4084,17,46134,2714
458973,211,1730060,8199,19,145461,7656,230,1875521,8154,20,45540,2277,4,5227,1307,24,50767,2115
458982,51,732822,14369,,,,51,732822,14369,0,0,,,,,0,0,
459019,0,0,,,,,0,0,,0,0,,,,,0,0,
459046,1,14406,14406,,,,1,14406,14406,0,0,,,,,0,0,
459055,0,0,,,,,0,0,,0,0,,,,,0,0,
459064,1,5693,5693,,,,1,5693,5693,0,0,,,,,0,0,
459116,3,48432,16144,,,,3,48432,16144,0,0,,,,,0,0,
459170,0,0,,,,,0,0,,0,0,,,,,0,0,
459189,0,0,,,,,0,0,,0,0,,,,,0,0,
459198,0,0,,,,,0,0,,0,0,,,,,0,0,
459204,54,712375,13192,,,,54,712375,13192,0,0,,,,,0,0,
459213,76,1368421,18006,,,,76,1368421,18006,0,0,,,,,0,0,
459231,3,49145,16382,,,,3,49145,16382,0,0,,,,,0,0,
459259,10,120101,12010,2,43997,21999,12,164098,13675,0,0,,0,0,,0,0,
459268,44,416696,9470,9,95108,10568,53,511804,9657,6,9960,1660,0,0,,6,9960,1660
459277,11,176394,16036,,,,11,176394,16036,0,0,,,,,0,0,
459286,0,0,,,,,0,0,,0,0,,,,,0,0,
459295,2,12707,6354,,,,2,12707,6354,0,0,,,,,0,0,
459301,6,104921,17487,,,,6,104921,17487,0,0,,,,,0,0,
459329,18,49095,2728,,,,18,49095,2728,0,0,,,,,0,0,
459347,1,19675,19675,,,,1,19675,19675,0,0,,,,,0,0,
459374,6,65725,10954,,,,6,65725,10954,0,0,,,,,0,0,
459392,0,0,,,,,0,0,,0,0,,,,,0,0,
459408,0,0,,,,,0,0,,0,0,,,,,0,0,
459417,1,15912,15912,,,,1,15912,15912,0,0,,,,,0,0,
459426,7,116919,16703,,,,7,116919,16703,0,0,,,,,0,0,
459499,4,36967,9242,,,,4,36967,9242,0,0,,,,,0,0,
459514,0,0,,,,,0,0,,0,0,,,,,0,0,
459523,0,0,,,,,0,0,,0,0,,,,,0,0,
459532,0,0,,,,,0,0,,0,0,,,,,0,0,
459541,0,0,,,,,0,0,,0,0,,,,,0,0,
459550,2,41200,20600,,,,2,41200,20600,0,0,,,,,0,0,
459578,0,0,,,,,0,0,,0,0,,,,,0,0,
459727,4,16150,4038,47,249266,5304,51,265416,5204,35,113125,3232,30,83625,2788,65,196750,3027
459736,,,,12,187742,15645,12,187742,15645,,,,0,0,,0,0,
459745,,,,20,459454,22973,20,459454,22973,,,,1,4500,4500,1,4500,4500
459824,0,0,,5,92143,18429,5,92143,18429,0,0,,0,0,,0,0,
459842,27,235469,8721,0,0,,27,235469,8721,3,13500,4500,0,0,,3,13500,4500
459851,16,151865,9492,0,0,,16,151865,9492,2,8000,4000,0,0,,2,8000,4000
459949,217,1321637,6090,16,84524,5283,233,1406161,6035,10,15316,1532,4,9214,2304,14,24530,1752
459958,11,60059,5460,,,,11,60059,5460,0,0,,,,,0,0,
459967,33,205124,6216,,,,33,205124,6216,0,0,,,,,0,0,
459985,39,299655,7683,,,,39,299655,7683,0,0,,,,,0,0,
459994,275,2154956,7836,198,2187731,11049,473,4342687,9181,50,125904,2518,36,68707,1909,86,194611,2263
460011,4,70510,17628,,,,4,70510,17628,0,0,,,,,0,0,
460020,59,574675,9740,,,,59,574675,9740,0,0,,,,,0,0,
460093,1,11420,11420,,,,1,11420,11420,0,0,,,,,0,0,
460109,0,0,,,,,0,0,,0,0,,,,,0,0,
460118,0,0,,,,,0,0,,0,0,,,,,0,0,
460127,0,0,,,,,0,0,,0,0,,,,,0,0,
460136,29,274568,9468,,,,29,274568,9468,0,0,,,,,0,0,
460145,8,125712,15714,,,,8,125712,15714,0,0,,,,,0,0,
460172,108,1322384,12244,,,,108,1322384,12244,0,0,,,,,0,0,
460181,36,315960,8777,,,,36,315960,8777,0,0,,,,,0,0,
460190,21,233056,11098,,,,21,233056,11098,0,0,,,,,0,0,
460206,97,1065899,10989,,,,97,1065899,10989,0,0,,,,,0,0,
460349,46,335191,7287,22,196161,8916,68,531352,7814,16,34500,2156,2,5250,2625,18,39750,2208
460376,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
460385,0,0,,,,,0,0,,1,4097,4097,,,,1,4097,4097
460394,0,0,,,,,0,0,,0,0,,,,,0,0,
460464,0,0,,,,,0,0,,0,0,,,,,0,0,
460482,1,15900,15900,,,,1,15900,15900,0,0,,,,,0,0,
460525,2,26831,13416,,,,2,26831,13416,0,0,,,,,0,0,
460534,29,126501,4362,,,,29,126501,4362,0,0,,,,,0,0,
460543,364,5310342,14589,,,,364,5310342,14589,0,0,,,,,0,0,
460677,0,0,,,,,0,0,,2,5610,2805,,,,2,5610,2805
460701,7,52495,7499,,,,7,52495,7499,0,0,,,,,0,0,
460756,36,338617,9406,,,,36,338617,9406,0,0,,,,,0,0,
460765,0,0,,,,,0,0,,0,0,,,,,0,0,
460808,0,0,,,,,0,0,,0,0,,,,,0,0,
460817,81,530113,6545,,,,81,530113,6545,0,0,,,,,0,0,
460826,41,214362,5228,,,,41,214362,5228,0,0,,,,,0,0,
460835,9,59600,6622,,,,9,59600,6622,0,0,,,,,0,0,
460862,0,0,,,,,0,0,,0,0,,,,,0,0,
460871,70,1122275,16033,,,,70,1122275,16033,2,3500,1750,,,,2,3500,1750
460914,4,46835,11709,,,,4,46835,11709,0,0,,,,,0,0,
460932,0,0,,,,,0,0,,0,0,,,,,0,0,
460969,0,0,,,,,0,0,,0,0,,,,,0,0,
460978,8,81985,10248,,,,8,81985,10248,0,0,,,,,0,0,
460987,5,65220,13044,,,,5,65220,13044,0,0,,,,,0,0,
460996,0,0,,,,,0,0,,0,0,,,,,0,0,
461014,4,44699,11175,,,,4,44699,11175,0,0,,,,,0,0,
461023,12,55790,4649,2,3666,1833,14,59456,4247,1,1950,1950,0,0,,1,1950,1950
461032,15,55028,3669,13,44480,3422,28,99508,3554,1,2250,2250,0,0,,1,2250,2250
461087,4,9150,2288,,,,4,9150,2288,0,0,,,,,0,0,
461111,0,0,,,,,0,0,,0,0,,,,,0,0,
461148,166,3824097,23037,21,366059,17431,187,4190156,22407,0,0,,0,0,,0,0,
461175,0,0,,,,,0,0,,0,0,,,,,0,0,
461193,1,19369,19369,,,,1,19369,19369,0,0,,,,,0,0,
461218,18,220862,12270,,,,18,220862,12270,0,0,,,,,0,0,
461245,1,3255,3255,,,,1,3255,3255,0,0,,,,,0,0,
461254,0,0,,,,,0,0,,0,0,,,,,0,0,
461263,0,0,,,,,0,0,,0,0,,,,,0,0,
461272,2,16788,8394,,,,2,16788,8394,0,0,,,,,0,0,
461281,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
461306,1,2920,2920,,,,1,2920,2920,0,0,,,,,0,0,
461315,0,0,,,,,0,0,,0,0,,,,,0,0,
461324,20,76333,3817,,,,20,76333,3817,0,0,,,,,0,0,
461333,3,32869,10956,,,,3,32869,10956,0,0,,,,,0,0,
461342,1,12088,12088,,,,1,12088,12088,0,0,,,,,0,0,
461379,1,3776,3776,,,,1,3776,3776,0,0,,,,,0,0,
461388,2,18208,9104,,,,2,18208,9104,0,0,,,,,0,0,
461412,25,162940,6518,,,,25,162940,6518,0,0,,,,,0,0,
461421,1,18996,18996,,,,1,18996,18996,0,0,,,,,0,0,
461430,81,1229382,15178,,,,81,1229382,15178,0,0,,,,,0,0,
461485,,,,7,52613,7516,7,52613,7516,,,,0,0,,0,0,
461494,0,0,,,,,0,0,,0,0,,,,,0,0,
461500,0,0,,,,,0,0,,0,0,,,,,0,0,
461528,20,39621,1981,12,28935,2411,32,68556,2142,18,9040,502,4,1500,375,22,10540,479
461537,1,15500,15500,,,,1,15500,15500,0,0,,,,,0,0,
461555,0,0,,,,,0,0,,0,0,,,,,0,0,
461573,10,109960,10996,,,,10,109960,10996,0,0,,,,,0,0,
461582,0,0,,,,,0,0,,0,0,,,,,0,0,
461591,9,212785,23643,,,,9,212785,23643,0,0,,,,,0,0,
461607,1,18408,18408,,,,1,18408,18408,0,0,,,,,0,0,
461625,0,0,,,,,0,0,,0,0,,,,,0,0,
461643,3,30458,10153,0,0,,3,30458,10153,0,0,,0,0,,0,0,
461652,0,0,,,,,0,0,,0,0,,,,,0,0,
461689,10,106373,10637,,,,10,106373,10637,0,0,,,,,0,0,
461704,6,57332,9555,,,,6,57332,9555,0,0,,,,,0,0,
461713,3,32338,10779,,,,3,32338,10779,0,0,,,,,0,0,
461722,0,0,,,,,0,0,,0,0,,,,,0,0,
461740,2,30350,15175,,,,2,30350,15175,0,0,,,,,0,0,
461759,2,23265,11633,,,,2,23265,11633,0,0,,,,,0,0,
461768,5,35866,7173,,,,5,35866,7173,0,0,,,,,0,0,
461786,0,0,,,,,0,0,,0,0,,,,,0,0,
461795,2,12020,6010,0,0,,2,12020,6010,0,0,,0,0,,0,0,
461810,0,0,,,,,0,0,,0,0,,,,,0,0,
461829,10,8100,810,,,,10,8100,810,0,0,,,,,0,0,
461838,4,36552,9138,,,,4,36552,9138,0,0,,,,,0,0,
461847,0,0,,,,,0,0,,0,0,,,,,0,0,
461856,21,169618,8077,,,,21,169618,8077,0,0,,,,,0,0,
461865,0,0,,,,,0,0,,0,0,,,,,0,0,
461874,0,0,,,,,0,0,,0,0,,,,,0,0,
461883,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
461892,2,32275,16138,,,,2,32275,16138,0,0,,,,,0,0,
461908,0,0,,,,,0,0,,0,0,,,,,0,0,
461917,1,18279,18279,,,,1,18279,18279,0,0,,,,,0,0,
461926,0,0,,,,,0,0,,0,0,,,,,0,0,
461944,0,0,,,,,0,0,,0,0,,,,,0,0,
461953,14,132163,9440,,,,14,132163,9440,0,0,,,,,0,0,
461962,43,490732,11412,,,,43,490732,11412,0,0,,,,,0,0,
461999,0,0,,,,,0,0,,0,0,,,,,0,0,
462008,1,19964,19964,,,,1,19964,19964,0,0,,,,,0,0,
462017,3,48304,16101,,,,3,48304,16101,0,0,,,,,0,0,
