UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
121257,5,5,1,5,1,5,3,1,3,5,1,5,3500,1145,2127,228,0,644,231,365,48,0,309,129,159,21,0,309,129,159,21,0,,,,,,,,,,,,,,,,,,,,,,,,
121309,1,3,1,1,1,3,5,5,3,3,1,5,3149,997,2152,,0,2580,897,1683,,0,690,249,441,,0,689,248,441,,0,1,1,0,,0,0,0,0,0,,,,,,,,,,,,,,,
121345,5,5,1,1,1,3,5,1,3,5,1,3,10666,4254,6407,5,0,749,340,409,0,0,413,174,239,,0,413,174,239,,0,0,0,0,,0,145,35,76,18,730,750,770,750,770,790,33,34,35,35,35,36,29,32,35
121691,1,5,1,5,5,3,5,1,3,5,1,5,3872,1676,2196,0,0,3170,1309,1861,,0,539,213,326,,0,538,212,326,,0,1,1,0,,0,86,16,20,4,563,610,650,550,580,628,25,28,30,26,28,32,23,26,27
122409,1,3,1,1,3,3,3,1,3,3,3,3,77250,31570,45680,,0,30331,11447,18884,,0,6573,2564,4009,,0,6529,2549,3980,,0,44,15,29,,0,,,,,,,,,,,,,,,,,,,
122436,1,5,1,1,1,5,3,1,3,5,1,3,14334,5506,8828,,0,7541,2710,4831,,0,1234,478,756,,0,1234,478,756,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
122506,1,3,1,3,1,1,5,1,3,5,1,3,392,201,172,19,0,163,89,71,3,0,45,28,15,2,0,45,28,15,2,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
122597,1,3,1,1,3,3,3,1,3,5,3,3,29932,11765,18167,,0,28195,10922,17273,,0,3339,1411,1928,,0,3186,1334,1852,,0,153,77,76,,0,,,,,,,,,,,,,,,,,,,
122612,1,3,1,1,5,3,5,1,3,5,1,3,23103,7808,15295,,0,16444,5380,11064,,0,1555,523,1032,,0,1548,518,1030,,0,7,5,2,,0,269,17,123,8,610,660,700,600,650,710,27,29,31,27,30,34,23,26,28
122728,1,3,1,5,5,3,5,5,3,3,5,3,710,289,421,,0,468,187,281,,0,160,70,90,,0,154,65,89,,0,6,5,1,,0,7,4,2,1,490,530,590,530,600,640,,,,,,,,,
122755,1,3,1,1,3,3,3,1,3,3,3,3,34002,17189,16813,,0,26083,11935,14148,,0,4037,2131,1906,,0,3877,2036,1841,,0,160,95,65,,0,,,,,,,,,,,,,,,,,,,
122931,1,5,1,1,1,3,5,1,3,5,1,3,16650,8165,8485,,0,8677,3876,4801,,0,1641,791,850,,0,1641,791,850,,0,0,0,0,,0,558,34,278,17,640,671,720,650,693,760,29,31,33,,,,,,
123165,5,5,1,1,1,3,5,1,3,3,1,3,3099,0,3099,,0,865,,865,,0,260,,260,,0,260,,260,,0,0,,0,,0,83,32,41,16,710,740,760,680,720,750,32,33,34,28,30,32,33,35,36
123280,1,3,1,3,1,3,3,1,3,3,1,3,4,3,1,,0,4,3,1,,0,4,3,1,,0,1,0,1,,0,3,3,0,,0,,,,,,,,,,,,,,,,,,,
123554,1,3,1,1,1,3,3,1,3,3,3,5,3353,1446,1907,,0,2947,1245,1702,,0,445,203,242,,0,444,202,242,,0,1,1,0,,0,,,,,,,,,,,,,,,,,,,
123572,1,3,1,1,3,3,3,1,3,5,3,3,10806,4391,6415,,0,10158,4106,6052,,0,967,386,581,,0,940,374,566,,0,27,12,15,,0,,,,,,,,,,,,,,,,,,,
123651,1,5,1,3,3,3,5,1,3,3,1,5,2778,865,1913,,0,2079,662,1417,,0,541,183,358,,0,539,183,356,,0,2,0,2,,0,0,0,0,0,,,,,,,,,,,,,,,
123679,3,3,1,3,3,3,3,3,1,5,3,3,485,93,392,,0,467,91,376,,0,169,35,134,,0,138,30,108,,0,31,5,26,,0,,,,,,,,,,,,,,,,,,,
123952,1,3,1,5,1,5,5,1,3,5,1,3,513,242,271,0,0,307,137,170,,0,28,17,11,,0,28,17,11,,0,,,,,,5,18,2,7,490,510,590,530,590,640,,,,,,,,,
123961,1,5,1,1,1,1,5,1,3,5,1,5,69062,30701,38330,31,0,8304,3869,4424,11,0,3420,1571,1840,9,0,3418,1570,1839,9,0,2,1,1,0,0,1173,34,559,16,710,740,760,740,780,790,32,34,35,34,35,35,30,33,35
124292,1,5,1,1,1,5,1,5,5,3,5,3,262,122,140,,0,222,102,120,,0,139,68,71,,0,139,68,71,,0,,,,,,63,45,22,16,640,680,730,580,630,680,27,30,32,28,31,35,25,27,31
124706,3,3,1,3,3,3,3,3,1,5,3,3,383,70,313,,0,383,70,313,,0,209,36,173,,0,209,36,173,,0,,,,,,,,,,,,,,,,,,,,,,,,
124937,3,3,1,3,3,3,3,3,1,5,3,3,226,78,148,,0,219,77,142,,0,151,44,107,,0,118,39,79,,0,33,5,28,,0,,,,,,,,,,,,,,,,,,,
125727,1,5,1,1,1,3,5,1,3,5,1,5,2326,803,1523,,0,1907,621,1286,,0,315,110,205,,0,315,110,205,,0,0,0,0,,0,62,20,11,3,640,690,728,640,685,730,30,31,33,34,35,36,28,29,30
125763,1,3,1,1,1,3,5,1,3,3,1,5,3014,1566,1385,0,63,2274,1161,1113,,0,249,141,108,,0,246,138,108,,0,3,3,0,,0,22,9,13,5,550,600,650,590,620,690,24,26,30,23,25,33,22,23,29
125897,1,3,1,3,5,1,5,1,3,3,5,3,1460,543,904,,13,914,326,587,,1,117,49,67,,1,113,46,66,,1,4,3,1,,0,,,,,,,,,,,,,,,,,,,
126076,5,3,5,1,1,5,3,3,3,3,5,5,122,122,0,,0,75,75,,,0,69,69,,,0,69,69,,,0,,,,,,,,,,,,,,,,,,,,,,,,
126182,1,1,1,5,3,3,5,5,3,3,3,3,1580,729,762,89,0,1567,725,754,88,0,303,170,120,13,0,296,163,120,13,0,7,7,0,0,0,55,18,27,9,460,520,560,450,520,570,15,22,26,14,21,25,16,21,26
126359,1,3,1,3,3,3,3,3,5,3,3,3,224,9,215,0,0,111,4,107,,0,53,3,50,,0,53,3,50,,0,,,,,,,,,,,,,,,,,,,,,,,,
126562,1,3,1,5,3,3,5,1,3,3,5,3,15631,6001,9630,0,0,11658,4210,7448,,0,1698,692,1006,,0,1532,626,906,,0,166,66,100,,0,553,33,142,9,520,580,640,510,560,620,21,24,27,20,23,26,18,22,25
126580,1,5,3,3,5,3,5,1,3,5,5,3,14751,5605,9146,,0,12504,4672,7832,,0,1650,781,869,,0,1531,720,811,,0,119,61,58,,0,26,2,132,8,525,560,565,490,570,650,21,24,28,20,23,28,18,23,26
126614,1,5,1,1,1,3,5,1,3,5,1,3,53781,26110,27671,,0,43416,19687,23729,,0,7106,3611,3495,,0,7012,3559,3453,,0,94,52,42,,0,2234,31,964,14,590,640,690,570,640,700,26,29,32,24,29,33,24,27,30
126678,5,5,1,5,1,3,5,5,3,5,1,5,7846,3195,4651,,0,1279,534,745,,0,534,231,303,,0,534,231,303,,0,,,,,,180,34,149,28,640,690,730,620,680,750,29,32,33,30,33,35,26,29,32
126687,3,3,1,3,3,3,3,3,1,5,3,3,151,20,131,,0,150,20,130,,0,94,15,79,,0,94,15,79,,0,,,,,,,,,,,,,,,,,,,,,,,,
126775,1,5,1,1,5,3,5,1,3,3,5,5,10886,7498,3388,0,0,6314,4090,2224,,0,1512,1034,478,,0,1508,1031,477,,0,4,3,1,,0,686,45,365,24,650,690,728,680,710,760,30,31,33,29,32,35,28,31,34
126784,3,3,1,3,3,3,3,3,3,3,1,3,27,25,2,,0,21,20,1,,0,18,17,1,,0,18,17,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
126818,1,5,1,5,1,3,5,1,3,5,5,3,33122,13701,19416,5,0,30066,12212,17850,4,0,5573,2438,3132,3,0,5481,2389,3089,3,0,92,49,43,0,0,2398,43,862,16,550,600,650,530,580,640,23,26,29,21,25,30,21,25,27
127060,1,5,1,5,1,3,5,1,3,5,1,5,19342,8209,11133,,0,15024,6240,8784,,0,1638,726,912,,0,1619,717,902,,0,19,9,10,,0,444,27,378,23,620,670,710,600,650,690,28,30,32,27,31,34,25,27,30
127185,1,1,1,1,5,5,5,1,3,5,5,3,4942,2058,2868,16,0,4496,1847,2634,15,0,853,383,466,4,0,835,374,457,4,0,18,9,9,0,0,165,19,80,9,530,590,640,530,570,620,18,22,25,16,20,25,16,20,25
127556,1,5,1,5,5,3,5,1,3,5,5,3,9810,4210,5542,,58,8021,3395,4593,,33,1752,859,888,,5,1632,801,827,,4,120,58,61,,1,858,49,182,10,470,530,600,460,520,580,18,22,25,17,21,25,17,20,25
127565,1,1,1,5,3,3,5,1,3,3,3,3,10163,4097,6066,0,0,9951,3992,5959,,0,1913,906,1007,,0,1364,639,725,,0,549,267,282,,0,606,32,132,7,460,510,570,450,510,560,16,20,23,15,19,24,16,19,24
127653,1,3,1,5,5,3,3,1,3,3,3,3,94,32,62,,0,94,32,62,,0,30,12,18,,0,28,12,16,,0,2,0,2,,0,,,,,,,,,,,,,,,,,,,
127741,1,5,1,5,5,3,5,1,3,3,5,3,10107,3575,6525,7,0,7938,2712,5226,0,0,1193,418,775,,0,1181,412,769,,0,12,6,6,,0,421,36,81,7,500,550,610,490,540,590,20,24,27,21,24,26,18,22,28
127918,1,3,1,3,5,3,5,1,3,5,5,3,5549,1823,3614,112,0,4222,1360,2861,1,0,428,148,280,0,0,428,148,280,,0,,,,,,129,30,52,12,520,570,620,500,550,600,20,25,27,20,23,27,17,23,26
127954,3,3,1,3,1,3,3,3,3,1,1,3,9,0,9,0,0,9,,9,,0,9,,9,,0,9,,9,,0,,,,,,,,,,,,,,,,,,,,,,,,
128106,1,5,1,3,3,3,5,1,3,3,5,3,1572,720,840,0,12,1553,710,831,,12,633,326,303,,4,546,279,265,,2,87,47,38,,2,284,45,54,9,460,520,590,440,500,560,17,21,25,16,20,24,17,20,23
128328,1,1,1,3,1,3,1,3,3,1,1,3,8353,5912,2441,0,0,1356,963,393,,0,1056,755,301,,0,1056,755,301,,0,,,,,,540,51,344,33,650,685,730,660,710,750,28,31,33,27,31,34,27,29,32
128391,5,5,5,5,5,5,5,1,3,5,5,5,3116,1565,1551,,0,2862,1440,1422,,0,439,219,220,,0,436,217,219,,0,3,2,1,,0,160,37,59,14,510,570,640,500,560,630,21,25,29,20,24,28,19,24,27
128498,1,5,1,5,5,5,3,1,3,5,1,5,1487,662,824,1,0,1197,513,684,0,0,162,86,76,,0,162,86,76,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
128586,5,3,5,1,1,5,3,3,3,3,5,5,29,29,0,,0,29,29,,,0,29,29,,,0,29,29,,,0,,,,,,,,,,,,,,,,,,,,,,,,
128744,1,3,1,3,5,3,5,1,3,3,5,5,3781,1218,2563,,0,3082,985,2097,,0,283,102,181,,0,280,102,178,,0,3,0,3,,0,20,14,,,460,540,590,475,550,570,,,,,,,,,
128771,1,1,1,1,1,3,5,1,3,5,1,3,7302,3623,3679,,0,5601,2729,2872,,0,1256,701,555,,0,1234,694,540,,0,22,7,15,,0,665,53,9,1,480,530,590,460,530,570,18,22,24,19,22,24,18,23,24
128902,5,5,1,5,1,5,5,1,3,5,1,5,8744,3590,5154,,0,3533,1235,2298,,0,630,237,393,,0,630,237,393,,0,,,,,,106,17,57,9,700,720,750,660,700,740,30,32,33,31,34,35,27,28,30
129020,1,5,1,1,5,3,1,1,3,5,1,3,40894,17820,23074,,0,22293,8603,13690,,0,4069,1731,2338,,0,4061,1726,2335,,0,8,5,3,,0,1798,44,247,6,610,660,710,610,670,730,28,31,33,28,31,34,26,29,32
129215,1,1,1,3,1,3,5,1,3,3,1,3,5488,2258,3230,,0,4052,1517,2535,,0,716,263,453,,0,712,261,451,,0,4,2,2,,0,445,62,11,2,500,550,610,480,530,580,16,20,28,16,21,27,15,19,20
129242,1,5,1,1,1,3,5,1,3,5,1,5,13359,5441,7918,,0,6971,2874,4097,,0,1328,551,777,,0,1324,550,774,,0,4,1,3,,0,339,26,92,7,620,650,680,620,660,690,28,30,31,,,,,,
129525,5,5,1,1,5,1,5,1,3,3,1,3,13230,5110,8118,1,1,10948,4237,6711,0,0,1148,480,668,,0,1137,475,662,,0,11,5,6,,0,268,23,33,3,550,600,660,530,590,630,22,27,29,,,,,,
129774,1,3,1,1,5,3,3,3,3,3,3,3,1179,560,615,4,0,906,416,487,3,0,100,49,50,1,0,100,49,50,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
129941,1,3,1,5,1,3,5,1,3,5,5,3,11199,4739,6460,0,0,10218,4159,6059,,0,1242,522,720,,0,1237,519,718,,0,5,3,2,,0,425,34,,,550,600,640,540,580,630,,,,,,,,,
130110,5,5,1,3,1,1,5,1,3,5,1,3,110,36,74,,0,105,34,71,,0,49,19,30,,0,38,14,24,,0,11,5,6,,0,0,0,0,0,,,,,,,,,,,,,,,
130226,1,5,1,1,5,3,5,1,3,5,5,3,18668,7037,11631,,0,15641,5911,9730,,0,1605,636,969,,0,1605,636,969,,0,0,0,0,,0,443,28,78,5,570,610,650,550,600,650,24,26,29,24,27,30,21,25,28
130253,1,5,1,5,1,5,3,1,3,5,1,3,13316,4467,8849,,0,8750,2680,6070,,0,1775,577,1198,,0,1774,577,1197,,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,
130314,1,5,1,5,1,3,5,1,3,5,5,5,1654,535,1100,19,0,1238,335,891,12,0,189,62,125,2,0,189,62,125,2,0,0,0,0,0,0,39,21,0,0,530,590,645,540,580,630,,,,,,,,,
130493,1,5,1,5,5,5,3,1,3,5,5,3,8316,3340,4959,17,0,6896,2625,4256,15,0,1106,456,650,0,0,1091,446,645,,0,15,10,5,,0,,,,,,,,,,,,,,,,,,,
130590,5,5,1,1,1,5,5,1,3,5,1,5,6220,2980,3240,,0,2248,935,1313,,0,565,253,312,,0,563,253,310,,0,2,0,2,,0,81,14,26,5,660,700,720,640,680,750,30,31,32,29,32,34,26,28,30
130624,1,5,1,5,1,1,5,5,5,3,1,3,1760,1259,501,,0,420,244,176,,0,289,164,125,,0,289,164,125,,0,,,,,,189,68,105,38,580,640,680,580,640,685,26,28,31,25,29,33,26,28,29
130697,5,5,1,5,1,3,5,1,3,5,1,5,14521,5458,9063,,0,2096,1010,1086,,0,743,366,377,,0,743,366,377,,0,,,,,,384,52,176,24,660,710,750,660,710,760,31,32,34,31,34,35,27,30,33
130776,1,5,1,1,5,3,5,1,3,3,5,3,5093,2295,2798,,0,4253,1871,2382,,0,629,338,291,,0,614,329,285,,0,15,9,6,,0,202,32,14,2,520,570,630,490,550,600,19,25,29,19,22,26,17,24,26
130794,5,5,1,3,1,5,5,1,3,5,1,5,50060,21108,28952,,0,2289,1118,1171,,0,1554,759,795,,0,1554,759,795,,0,,,,,,913,59,455,29,740,760,780,760,780,800,33,35,35,35,35,36,32,34,35
130934,1,3,1,5,3,3,5,1,3,5,5,5,7109,2227,4882,,0,3904,1116,2788,,0,1431,434,997,,0,1255,380,875,,0,176,54,122,,0,499,35,24,3,420,480,530,410,450,530,20,22,24,17,19,22,17,19,22
130943,1,5,1,1,1,5,5,1,3,5,1,3,35362,13830,21532,,0,26101,9635,16466,,0,4906,1924,2982,,0,4894,1919,2975,,0,12,5,7,,0,1241,25,200,4,600,640,680,590,640,680,26,29,31,25,29,33,25,27,29
130989,1,5,1,5,3,3,3,1,3,5,5,3,625,288,306,2,29,392,182,208,2,0,103,53,50,0,0,99,51,48,,0,4,2,2,,0,,,,,,,,,,,,,,,,,,,
131159,1,3,1,1,1,3,5,1,3,5,1,5,19510,6354,13062,94,0,7926,2417,5466,43,0,1761,575,1186,0,0,1754,570,1184,,0,7,5,2,,0,441,25,303,17,660,700,730,630,670,700,29,31,32,29,33,35,25,27,30
131283,1,5,1,1,1,5,3,1,3,5,1,3,5801,2536,3265,,0,4965,2113,2852,,0,765,351,414,,0,763,349,414,,0,2,2,0,,0,,,,,,,,,,,,,,,,,,,
131450,1,3,1,5,1,3,1,3,3,5,1,3,380,169,201,10,0,225,113,105,7,0,161,83,73,5,0,161,83,73,5,0,,,,,,38,24,113,71,370,400,572,382,455,517,14,16,20,11,13,16,14,16,18
131469,1,5,1,1,1,3,5,1,3,5,5,5,27266,9424,17842,,0,13354,4882,8472,,0,2941,1101,1840,,0,2930,1098,1832,,0,11,3,8,,0,904,31,446,15,670,710,740,660,700,750,31,32,34,32,34,35,27,29,32
131496,1,5,1,5,1,5,1,5,3,5,1,5,26638,10345,16055,,238,3257,1325,1907,,25,1586,625,949,,12,1573,623,947,,3,13,2,2,,9,1149,72,569,36,700,740,770,710,760,790,32,34,35,34,35,36,29,33,35
131520,1,5,1,1,1,5,5,5,3,3,1,5,19188,5882,12911,395,0,10253,2945,7042,266,0,2493,656,1837,0,0,2489,656,1833,,0,4,0,4,,0,769,31,329,13,540,600,650,510,570,640,20,23,26,20,23,27,18,22,25
131830,3,3,1,3,1,1,3,3,3,3,3,3,1,1,0,0,0,1,1,,,0,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
131876,1,3,1,1,1,3,5,1,3,5,1,3,758,6,752,,0,735,6,729,,0,157,3,154,,0,132,1,131,,0,25,2,23,,0,0,0,0,0,,,,,,,,,,,,,,,
132408,1,3,1,3,1,5,1,1,3,3,3,3,38,14,24,,0,35,13,22,,0,25,9,16,,0,24,9,15,,0,1,0,1,,0,13,52,15,60,500,550,650,430,490,550,17,20,23,15,20,24,15,17,20
132471,1,3,1,3,3,3,3,1,3,3,3,3,13225,4924,8232,,69,7886,2555,5316,,15,596,214,381,,1,589,212,376,,1,7,2,5,,0,,,,,,,,,,,,,,,,,,,
132602,1,5,5,5,5,5,5,1,3,5,5,5,12818,4081,8671,66,0,10891,3283,7555,53,0,965,326,639,0,0,953,323,630,,0,12,3,9,,0,504,52,236,24,430,470,500,400,430,480,15,16,18,13,15,17,15,15,16
132657,1,3,1,5,5,5,5,1,3,5,1,3,7843,3241,4602,,0,6283,2499,3784,,0,804,383,421,,0,790,378,412,,0,14,5,9,,0,91,12,37,5,530,560,610,505,540,575,22,24,25,21,24,25,17,21,24
132842,1,3,1,3,1,1,3,3,3,1,1,3,18,6,12,0,0,16,5,11,,0,10,3,7,,0,2,0,2,,0,8,3,5,,0,,,,,,,,,,,,,,,,,,,
132879,1,5,5,5,1,5,5,1,3,5,1,5,174,100,74,,0,138,76,62,,0,36,24,12,,0,36,24,12,,0,0,0,0,,0,24,67,5,14,450,500,550,420,460,490,,,,16,16,22,16,16,22
132903,1,5,1,1,3,3,1,3,3,5,5,3,54977,22985,31991,1,0,22560,9534,13026,0,0,7515,3536,3979,,0,6916,3161,3755,,0,599,375,224,,0,5373,72,2142,29,610,645,680,590,633,680,25,27,29,24,27,30,23,25,27
133492,1,3,1,5,1,5,5,1,3,5,1,5,5549,1609,3263,,677,3612,1068,2544,,0,544,145,399,,0,543,144,399,,0,1,1,0,,0,190,35,132,24,580,630,670,540,600,630,24,26,29,23,25,30,20,24,27
133526,1,3,1,3,3,3,3,3,3,3,3,3,8988,3439,5511,38,0,7509,2802,4677,30,0,318,183,134,1,0,308,179,128,1,0,10,4,6,0,0,,,,,,,,,,,,,,,,,,,
133553,5,5,1,1,5,5,5,1,3,3,5,5,9875,7044,2772,,59,6372,4545,1806,,21,1839,1360,479,,0,1825,1350,475,,0,14,10,4,,0,1059,58,513,28,570,610,660,570,620,680,23,26,29,22,24,29,22,25,28
133650,1,5,1,1,1,5,1,1,3,5,1,5,12372,3425,8947,,0,4074,1105,2969,,0,1520,462,1058,,0,1308,399,909,,0,212,63,149,,0,1264,83,757,50,520,550,590,490,520,560,19,21,23,18,21,23,17,19,22
133669,1,5,1,1,5,3,1,1,3,3,5,5,24268,9382,14886,,0,19734,7362,12372,,0,4371,1729,2642,,0,3050,1104,1946,,0,1321,625,696,,0,3392,78,976,22,520,570,610,500,540,590,20,22,25,19,22,25,17,20,24
133711,1,3,1,1,1,3,5,1,3,5,1,5,5416,1720,3656,40,0,4384,1325,3022,37,0,761,201,552,8,0,761,201,552,8,0,,,,,,182,24,97,13,540,590,640,510,550,590,22,25,29,22,25,30,18,21,25
133809,1,3,1,3,1,3,1,1,3,3,3,3,286,138,148,,0,205,95,110,,0,172,76,96,,0,172,76,96,,0,,,,,,90,52,86,50,490,560,620,440,520,580,19,23,27,17,23,29,17,21,25
133845,3,3,1,3,3,3,3,3,1,5,3,3,173,18,155,,0,170,17,153,,0,105,12,93,,0,99,12,87,,0,6,0,6,,0,,,,,,,,,,,,,,,,,,,
133854,3,3,1,3,3,3,3,3,1,5,3,3,125,19,106,,0,119,18,101,,0,58,10,48,,0,58,10,48,,0,,,,,,,,,,,,,,,,,,,,,,,,
133863,3,3,1,3,3,3,3,3,1,5,3,3,183,24,159,,0,176,24,152,,0,117,15,102,,0,117,15,102,,0,,,,,,,,,,,,,,,,,,,,,,,,
133872,1,3,1,3,3,3,3,1,3,3,3,3,694,149,545,,0,234,40,194,,0,76,10,66,,0,41,7,34,,0,35,3,32,,0,,,,,,,,,,,,,,,,,,,
133881,1,5,1,5,5,5,1,1,3,5,1,3,13941,8024,5896,21,0,8974,5286,3680,8,0,778,494,284,0,0,775,491,284,,0,3,3,0,,0,587,75,217,28,560,610,660,560,600,660,22,25,28,21,24,28,21,25,28
133951,1,5,1,1,3,5,1,1,3,3,3,3,17343,6980,10363,,0,11075,4369,6706,,0,4424,1877,2547,,0,2979,1155,1824,,0,1445,722,723,,0,3969,90,455,10,550,590,640,510,560,610,21,24,26,20,23,27,18,21,24
133979,1,3,1,5,1,3,5,3,5,3,1,3,11931,3817,8087,27,0,8344,2546,5786,12,0,409,141,264,4,0,394,135,256,3,0,15,6,8,1,0,0,0,0,0,,,,,,,,,,,,,,,
134079,1,5,1,5,1,5,5,1,3,3,1,5,11120,3674,7436,10,0,6295,2058,4236,1,0,754,270,484,0,0,752,269,483,,0,2,1,1,,0,304,40,179,24,560,610,660,520,570,630,22,26,29,21,25,29,19,24,26
134097,1,5,1,1,3,3,1,1,3,5,5,3,78088,31200,46872,16,0,19552,7829,11718,5,0,6033,2415,3618,0,0,5924,2370,3554,,0,109,45,64,,0,4107,68,1926,32,620,650,690,590,640,680,26,29,31,26,29,33,24,26,28
134130,1,3,1,1,3,3,1,3,3,3,1,3,64473,28248,36225,,0,15054,6358,8696,,0,6612,2730,3882,,0,6594,2721,3873,,0,18,9,9,,0,5358,81,2729,41,650,690,730,650,700,760,28,31,33,27,32,35,26,28,32
134945,1,5,1,5,5,5,5,1,3,5,5,5,9119,3227,5892,,0,5261,1834,3427,,0,705,276,429,,0,700,275,425,,0,5,1,4,,0,214,30,124,18,540,590,620,520,560,620,20,24,26,20,23,26,17,21,25
135081,5,5,5,5,5,5,3,1,1,5,5,5,3742,1031,2651,,60,3612,1009,2546,,57,1813,547,1266,,0,1300,422,878,,0,513,125,388,,0,,,,,,,,,,,,,,,,,,,
135364,1,3,1,3,1,3,3,3,3,3,1,3,37,28,9,,0,25,20,5,,0,19,16,3,,0,4,4,0,,0,15,12,3,,0,,,,,,,,,,,,,,,,,,,
135726,1,5,1,5,1,5,5,1,3,5,1,5,49169,20268,28901,0,0,9312,4480,4832,,0,2371,1159,1212,,0,2370,1159,1211,,0,1,0,1,,0,838,35,520,22,650,690,730,660,700,750,30,32,33,31,33,35,27,29,31
136172,1,5,1,5,5,3,1,1,3,3,3,3,19744,7620,12124,0,0,13920,5204,8716,,0,3133,1280,1853,,0,3036,1236,1800,,0,97,44,53,,0,2152,69,981,31,520,570,620,490,540,590,18,21,25,17,21,24,16,19,23
136215,1,5,1,1,1,5,5,1,3,3,5,5,16789,4969,11715,,105,12726,3584,9058,,84,1978,585,1388,,5,1960,580,1377,,3,18,5,11,,2,945,48,377,19,530,600,650,510,570,660,20,23,27,20,24,28,17,21,26
136330,1,5,1,5,5,3,5,1,3,5,5,3,6220,1872,4348,,0,5888,1738,4150,,0,709,247,462,,0,698,244,454,,0,11,3,8,,0,247,35,168,24,520,570,640,480,540,600,19,23,26,19,23,26,17,21,25
136774,1,3,1,3,1,1,3,1,3,5,1,5,2462,635,1827,,0,1593,379,1214,,0,415,99,316,,0,415,99,316,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
136950,1,5,1,5,1,5,5,1,3,5,1,5,9022,3407,5615,,0,4510,1627,2883,,0,632,253,379,,0,632,253,379,,0,,,,,,200,32,126,20,590,640,690,560,610,660,24,27,29,24,27,31,21,25,27
137032,1,3,1,5,5,5,5,1,3,3,5,3,6928,2415,4496,17,0,5549,1922,3616,11,0,880,338,541,1,0,878,338,539,1,0,2,0,2,0,0,74,8,35,4,510,550,610,470,530,580,20,23,27,20,24,26,18,22,26
137272,1,3,1,3,1,1,3,3,3,3,1,3,18,18,0,,0,18,18,,,0,18,18,,,0,18,18,,,0,,,,,,,,,,,,,,,,,,,,,,,,
137351,1,5,1,5,3,3,1,1,3,3,3,3,65568,26545,39023,,0,28801,11661,17140,,0,6800,2850,3950,,0,6655,2764,3891,,0,145,86,59,,0,5158,76,1642,24,580,620,660,560,610,670,24,26,29,23,26,30,22,25,27
137476,1,3,1,5,5,3,3,1,3,3,5,3,7520,3069,4153,5,293,4899,1961,2695,2,241,536,296,227,0,13,535,296,226,,13,1,0,1,,0,,,,,,,,,,,,,,,,,,,
137546,1,5,1,1,5,5,5,1,3,5,5,3,7344,3002,4336,2,4,6889,2772,4113,2,2,666,269,395,2,0,666,269,395,2,0,0,0,0,0,0,165,25,55,8,570,610,665,540,580,640,25,26,29,23,26,30,19,24,27
137564,1,5,1,5,1,5,5,1,3,3,1,5,2182,809,1373,,0,1328,531,797,,0,1132,454,678,,0,1057,417,640,,0,75,37,38,,0,0,0,0,0,,,,,,,,,,,,,,,
137847,1,5,1,1,1,3,3,1,3,5,1,5,40286,14084,26202,,0,10615,4768,5847,,0,1878,921,957,,0,1876,920,956,,0,2,1,1,,0,,,,,,,,,,,,,,,,,,,
137953,5,5,5,3,1,3,5,1,3,3,1,3,363,206,157,0,0,180,101,79,,0,92,55,37,,0,88,52,36,,0,4,3,1,,0,61,66,32,35,450,500,550,440,490,540,17,18,21,16,19,21,16,17,18
137962,1,3,1,3,1,3,1,1,3,5,1,5,87,47,40,,0,52,21,31,,0,34,13,21,,0,34,13,21,,0,,,,,,21,62,10,30,380,500,600,400,440,550,16,19,22,13,16,21,16,17,20
138275,5,5,1,5,5,3,5,5,3,5,5,5,1372,766,606,0,0,756,426,330,,0,240,141,99,,0,238,140,98,,0,2,1,1,,0,86,36,58,24,440,480,540,420,480,530,16,18,21,13,19,21,16,17,20
138293,1,5,1,5,5,3,5,1,3,3,3,3,2665,1751,910,4,0,1305,849,455,1,0,279,217,62,0,0,275,214,61,,0,4,3,1,,0,0,0,0,0,,,,,,,,,,,,,,,
138354,1,3,1,3,3,3,1,1,3,3,3,3,9113,3844,5269,,0,4377,1864,2513,,0,1183,537,646,,0,1021,453,568,,0,162,84,78,,0,711,60,784,66,540,580,630,510,560,600,21,24,27,21,23,27,19,22,26
