UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75
200217,1,5,2,2,2,2,2,2,3,1532,613,919,1207,472,735,510,198,312,509,197,312,1,1,0,,,,,,,,,,,,,,
200226,1,3,1,5,3,3,1,5,5,546,391,155,333,225,108,181,117,64,175,114,61,6,3,3,2,1,74,43,,,,,16,24,14,21,16,25
200253,1,2,1,1,3,3,1,1,3,551,249,302,487,217,270,374,164,210,352,158,194,22,6,16,35,9,272,73,480,600,510,600,17,23,15,22,16,24
200280,1,3,1,1,3,3,1,1,3,5962,3170,2792,5308,2757,2551,1755,884,871,1723,865,858,32,19,13,100,6,1042,59,550,630,560,660,20,26,19,24,20,27
200332,1,3,1,1,3,3,5,3,3,8143,3487,4656,7773,3287,4486,2491,1171,1320,2450,1152,1298,41,19,22,24,1,1565,63,538,640,558,673,20,26,17,25,19,27
200484,1,1,1,3,1,3,2,3,3,32,10,22,31,9,22,22,6,16,20,6,14,2,0,2,,,,,,,,,,,,,,
200572,1,2,1,1,3,3,5,1,3,442,268,174,360,215,145,196,110,86,167,92,75,29,18,11,13,7,133,68,495,585,440,605,17,23,15,21,17,24
200785,2,3,2,3,3,3,3,2,1,120,17,103,113,16,97,78,11,67,49,6,43,29,5,24,,,,,,,,,,,,,,
200800,1,2,1,1,2,3,2,1,3,11332,5021,6311,9623,4224,5399,2163,1111,1052,2113,1090,1023,50,21,29,,,,,,,,,,,,,,
200846,1,3,1,1,3,3,2,1,3,359,156,203,309,140,169,178,86,92,168,80,88,10,6,4,,,,,,,,,,,,,,
201061,1,3,1,3,3,1,3,1,3,410,86,324,410,86,324,64,18,46,64,18,46,0,0,0,,,,,,,,,,,,,,
201104,1,2,1,2,2,3,5,2,3,4318,2054,2264,3023,1402,1621,699,427,272,512,265,247,187,162,25,47,10,338,69,520,640,530,610,20,25,19,24,19,26
201177,1,3,1,3,3,3,1,3,3,235,25,201,75,10,65,26,1,25,18,0,18,8,1,7,0,0,24,92,,,,,19,23,18,23,16,21
201195,1,2,1,1,2,3,5,1,3,4250,1779,2471,3358,1478,1880,730,330,400,727,329,398,3,1,2,170,23,342,47,520,630,520,620,21,27,20,27,19,27
201371,1,2,1,2,5,3,2,1,3,1362,738,617,1320,704,609,242,147,95,242,147,95,0,0,0,,,,,,,,,,,,,,
201441,1,5,1,1,3,3,5,1,3,18295,6958,11337,14404,5447,8957,2760,1152,1608,2737,1144,1593,23,8,15,464,17,1758,64,510,610,510,600,20,25,19,24,18,25
201539,2,3,1,3,3,1,3,3,1,27,5,22,26,5,21,18,3,15,16,1,15,2,2,0,,,,,,,,,,,,,,
201548,1,3,1,2,5,3,5,1,3,3585,1503,2082,2659,998,1661,424,172,252,424,172,252,0,0,0,51,12,319,75,510,640,490,620,20,25,18,24,18,25
201645,1,1,1,1,1,3,5,1,3,33232,16971,16261,10049,4951,5098,1606,783,823,1606,783,823,0,0,0,626,39,493,31,680,740,730,790,32,35,33,35,30,35
201654,1,2,1,2,1,3,5,1,3,5223,1887,3336,3251,1277,1974,972,427,545,970,426,544,2,1,1,320,33,534,55,580,680,540,670,22,29,22,32,21,28
201690,1,2,1,2,2,2,5,1,3,8019,2696,5323,4702,1444,3258,804,306,498,797,303,494,7,3,4,6,1,172,21,370,480,400,470,14,18,12,17,14,17
201821,1,3,1,3,5,3,5,2,3,393,35,358,252,23,229,69,6,63,66,6,60,3,0,3,1,1,61,88,,,,,18,22,16,21,16,23
201885,1,5,1,1,2,3,5,2,3,25775,11543,14232,21865,9949,11916,5400,2696,2704,5347,2679,2668,53,17,36,525,10,2573,48,570,670,580,680,24,29,22,30,24,29
202046,1,3,1,3,1,1,5,1,3,932,267,665,614,154,460,136,33,103,136,33,103,,,,28,21,48,35,540,680,500,590,19,26,17,28,17,25
202073,2,2,1,2,1,1,2,1,3,456,225,231,150,72,78,45,22,23,45,22,23,,,,,,,,,,,,,,,,,
202134,1,2,1,1,3,3,1,1,3,11506,4250,7236,10504,3882,6622,1869,823,1046,1834,802,1032,35,21,14,425,23,921,50,450,590,450,580,18,28,18,27,17,25
202170,1,3,3,3,5,1,3,1,3,730,189,508,689,174,485,189,57,119,189,57,119,0,0,0,,,,,,,,,,,,,,
202480,1,2,1,5,1,3,5,1,3,17262,8635,8627,13919,6651,7268,2126,1121,1005,2117,1115,1002,9,6,3,314,15,1153,54,570,660,560,670,23,29,22,30,22,28
202514,1,2,1,2,5,3,5,1,3,2514,1927,587,1564,1189,375,160,104,56,159,104,55,1,0,1,18,11,80,50,420,560,440,550,17,23,15,22,16,25
202523,1,5,1,1,1,5,5,1,3,9513,4316,5197,2689,1237,1452,654,320,334,654,320,334,,,,185,28,152,23,610,690,620,740,28,32,27,34,26,31
202763,1,2,1,2,5,3,5,2,3,3554,1061,2493,2971,877,2094,647,198,449,647,198,449,0,0,0,122,19,468,72,510,613,500,600,19,26,18,25,18,26
202903,1,3,1,3,1,3,2,5,3,96,39,57,62,25,37,48,20,28,42,17,25,6,3,3,,,,,,,,,,,,,,
202912,1,3,1,3,3,3,5,1,3,162,5,157,144,5,139,23,1,22,20,1,19,3,0,3,1,4,12,52,,,,,19,22,18,21,16,19
202985,3,3,3,3,3,3,3,3,1,11,1,10,6,0,6,6,,6,6,,6,0,,0,,,,,,,,,,,,,,
203030,3,3,1,3,3,3,3,3,1,11,2,9,10,2,8,10,2,8,10,2,8,,,,,,,,,,,,,,,,,
203085,1,3,1,2,2,3,5,3,3,1811,1124,687,1564,940,624,266,143,123,266,143,123,,,,30,11,189,71,510,592,520,570,19,24,19,25,18,25
203128,1,5,1,2,5,3,3,5,3,1870,1116,754,1747,1019,728,236,116,120,236,116,120,0,0,0,,,,,,,,,,,,,,
203368,1,5,1,2,1,5,5,5,3,3817,1963,1854,3363,1698,1665,586,331,255,586,331,255,0,0,0,92,16,181,31,570,670,550,670,24,30,23,30,23,28
203386,3,3,1,2,3,1,3,5,1,333,26,307,273,18,255,159,8,151,159,8,151,,,,,,,,,,,,,,,,,
203517,1,3,1,2,3,3,5,2,3,19881,7280,12601,17359,6158,11201,4050,1364,2686,3982,1335,2647,68,29,39,730,18,2682,66,500,610,500,600,19,25,17,24,17,25
203535,1,5,1,1,1,3,5,2,3,7601,3416,4185,2778,1059,1719,508,216,292,508,216,292,,,,129,25,140,28,680,750,660,750,31,34,32,35,27,32
203544,1,3,1,2,3,3,5,1,3,423,52,371,107,9,98,78,4,74,63,4,59,15,0,15,0,0,66,85,,,,,18,22,16,22,17,22
203580,1,2,1,2,5,2,5,1,3,1164,675,476,637,362,271,189,116,73,188,116,72,1,0,1,51,27,116,61,450,570,455,560,17,23,15,22,17,23
203757,1,3,1,2,3,3,5,1,3,1147,488,659,863,365,498,177,90,87,169,86,83,8,4,4,1,1,66,38,,,,,17,23,16,22,16,23
203775,1,3,1,1,3,3,5,1,3,1593,605,988,1243,458,785,222,87,135,222,87,135,0,0,0,36,16,160,72,483,590,510,588,18,24,16,24,17,26
203845,1,2,1,1,1,2,5,1,3,2200,1114,1086,1828,904,924,328,171,157,328,171,157,,,,54,16,215,66,490,600,460,590,18,24,16,24,17,24
203960,1,2,1,1,3,3,5,3,3,288,31,257,118,15,103,47,6,41,23,5,18,24,1,23,8,17,26,55,378,490,350,440,16,21,14,22,15,20
204024,1,5,1,1,1,3,5,1,3,29990,13275,16715,26571,11878,14693,4519,2126,2393,4509,2119,2390,10,7,3,835,18,2806,62,580,680,580,690,24,30,23,31,24,29
204176,1,2,1,1,3,3,1,1,3,136,9,127,71,5,66,33,4,29,19,3,16,14,1,13,2,6,31,94,,,,,17,21,15,21,16,21
204185,1,5,1,5,5,3,5,5,3,3514,1918,1596,2802,1493,1309,493,242,251,488,242,246,5,0,5,53,11,336,68,470,580,510,600,19,25,17,24,18,26
204194,1,2,1,5,3,3,5,1,3,1182,485,697,1031,427,604,294,143,151,294,143,151,0,0,0,37,13,237,81,510,618,510,600,19,25,17,24,18,26
204200,1,3,1,1,3,3,5,1,3,2511,1395,1100,1586,960,618,300,150,150,295,149,146,5,1,4,16,5,113,38,498,580,520,613,20,27,20,27,19,25
204264,1,3,1,1,5,3,2,1,3,2504,1346,1158,2144,1093,1051,422,220,202,422,220,202,0,0,0,,,,,,,,,,,,,,
204468,1,2,5,2,2,3,5,1,3,2470,1191,1279,2035,973,1062,223,130,93,220,129,91,3,1,2,39,17,76,34,470,570,420,530,16,22,14,21,15,22
204501,1,3,1,1,1,3,5,2,3,10597,4446,6151,3639,1358,2281,864,369,495,864,369,495,0,0,0,298,34,186,22,680,750,658,710,30,34,32,35,27,32
204617,1,2,2,2,3,3,2,1,3,2185,1094,1091,1170,569,601,180,96,84,175,93,82,5,3,2,,,,,,,,,,,,,,
204635,1,5,1,1,5,2,5,1,3,5205,2707,2498,3586,1768,1818,738,400,338,737,399,338,1,1,0,114,15,532,72,540,640,550,660,21,28,20,28,21,28
204796,1,1,1,1,5,3,5,1,3,58180,27987,30193,33269,15518,17751,8423,3889,4534,8398,3873,4525,25,16,9,1773,21,5370,64,620,700,630,740,26,32,25,34,26,31
204857,1,2,1,1,2,3,5,1,3,21733,9002,12731,19245,7831,11414,3664,1648,2016,3648,1639,2009,16,9,7,423,12,1811,49,540,650,530,640,22,27,20,27,20,26
204893,5,3,1,2,3,3,2,3,1,5,1,4,5,1,4,4,1,3,4,1,3,0,0,0,,,,,,,,,,,,,,
204909,1,5,1,1,1,3,5,1,3,3573,1657,1916,2647,1146,1501,364,152,212,364,152,212,,,,26,7,115,32,610,688,603,700,24,30,22,29,22,28
204936,1,5,1,2,2,5,5,1,3,3537,1358,2179,2932,1157,1775,570,243,327,568,242,326,2,1,1,68,12,368,65,510,620,518,613,19,26,18,25,18,26
205027,1,2,1,3,1,3,2,1,3,5,5,0,4,4,,4,4,,4,4,,,,,,,,,,,,,,,,,,
205054,2,2,2,2,2,2,3,3,1,143,19,124,89,11,78,46,7,39,46,7,39,0,0,0,,,,,,,,,,,,,,
205124,3,3,2,3,1,1,3,3,3,32,32,0,27,27,,24,24,,24,24,,,,,,,,,,,,,,,,,,
205391,1,3,1,3,3,1,2,3,3,291,70,221,289,70,219,69,17,52,37,10,27,32,7,25,,,,,,,,,,,,,,
205957,1,3,1,1,3,3,5,1,3,2257,868,1389,1545,580,965,588,245,343,573,242,331,15,3,12,162,28,169,29,560,670,540,640,22,28,22,32,20,27
206048,1,2,1,2,2,3,2,2,3,3751,2309,1442,2766,1671,1095,488,255,233,413,224,189,75,31,44,,,,,,,,,,,,,,
206084,1,2,1,2,3,3,5,1,3,9893,4196,5697,9549,4036,5513,2332,1030,1302,2281,1002,1279,51,28,23,376,16,1077,46,510,630,520,650,21,28,20,27,20,27
206349,1,5,1,5,5,3,5,1,3,610,39,571,503,27,476,121,4,117,121,4,117,0,0,0,12,10,40,33,553,615,503,540,19,26,19,25,17,24
206394,5,3,1,3,5,5,2,1,1,8,4,4,4,1,3,4,1,3,4,1,3,0,0,0,,,,,,,,,,,,,,
206437,1,5,1,5,2,3,5,5,3,1858,926,932,1485,701,784,335,176,159,334,176,158,1,0,1,35,11,215,64,505,600,530,620,20,26,18,25,19,27
206491,1,3,1,2,3,3,5,1,3,2531,892,1639,982,333,649,150,66,84,87,40,47,63,26,37,2,1,108,72,400,630,380,517,15,20,14,19,15,17
206507,1,3,1,2,2,3,1,5,3,1524,714,810,1324,583,741,226,104,122,226,104,122,,,,30,13,192,85,480,570,480,580,17,23,15,23,17,23
206525,1,2,1,2,2,2,5,1,3,3272,1461,1811,3019,1345,1674,358,177,181,358,177,181,,,,39,11,213,59,520,620,490,610,19,26,16,25,17,26
206589,1,1,1,1,1,2,5,1,5,6611,3071,3540,4008,1757,2251,583,258,325,583,258,325,0,0,0,129,22,173,30,620,720,600,710,26,32,25,34,24,30
206604,1,2,1,2,5,3,5,5,3,6338,2514,3824,6087,2386,3701,1132,477,655,1084,455,629,48,22,26,65,6,889,79,470,640,475,610,17,24,15,23,17,24
206613,1,2,1,2,5,3,5,5,3,629,291,338,619,286,333,266,126,140,252,121,131,14,5,9,3,1,235,88,370,420,420,470,18,24,16,23,18,26
206622,1,2,1,2,1,3,5,3,3,15199,6564,8635,12770,5494,7276,1185,515,670,1184,515,669,1,0,1,190,16,536,45,550,650,540,630,22,28,21,29,20,27
206695,1,5,1,2,3,3,5,1,3,6718,2682,4036,5250,2069,3181,1627,742,885,1593,719,874,34,23,11,246,15,1286,79,470,590,460,590,18,24,16,24,17,25
206817,1,5,1,3,3,3,1,1,3,222,128,94,121,75,46,73,47,26,72,47,25,1,0,1,2,3,31,43,500,540,438,493,14,17,13,17,15,18
206835,1,1,1,2,3,3,5,1,3,894,487,407,482,282,200,201,113,88,195,112,83,6,1,5,71,35,139,69,450,560,430,570,16,23,14,22,15,22
206941,1,2,1,2,3,2,1,1,3,8708,3488,5220,7080,2770,4310,1662,634,1028,1565,593,972,97,41,56,0,0,1371,83,,,,,18,24,17,24,16,23
207041,1,1,1,3,3,3,5,1,3,1005,428,577,650,272,378,438,199,239,414,186,228,24,13,11,4,1,398,97,418,430,463,530,17,22,14,22,16,20
207157,1,5,1,2,1,3,5,1,3,197,128,69,109,65,44,38,28,10,35,27,8,3,1,2,17,45,33,87,470,540,410,520,15,21,15,18,12,23
207263,1,2,1,1,3,3,5,1,3,1474,585,889,1466,581,885,699,295,404,681,289,392,18,6,12,23,3,634,91,478,555,400,530,17,23,16,23,16,22
207306,1,1,1,3,3,3,1,1,3,1204,454,750,714,277,437,277,114,163,274,113,161,3,1,2,27,10,214,78,430,540,420,550,17,22,15,21,16,22
207324,1,1,1,2,2,2,1,1,3,1499,583,916,1447,561,886,415,184,231,391,182,209,24,2,22,98,24,280,67,510,610,490,610,19,26,19,27,17,25
207388,1,1,1,2,3,3,5,1,3,16934,7037,9897,11577,4817,6760,4267,1922,2345,3927,1790,2137,340,132,208,856,20,3243,76,530,630,520,620,20,27,20,27,18,26
207403,1,2,1,2,3,3,1,1,3,2603,1057,1546,1451,543,908,302,122,180,302,122,180,0,0,0,68,23,290,96,500,620,480,590,18,26,17,26,17,25
207458,1,2,1,2,1,2,5,1,3,1334,423,911,1057,319,738,270,84,186,270,84,186,0,0,0,56,21,183,69,530,640,510,593,22,28,20,29,19,26
207500,1,5,1,2,2,2,5,1,3,17318,7287,10031,14760,6084,8676,4582,1977,2605,3868,1699,2169,714,278,436,946,21,2402,52,580,670,570,670,23,29,22,31,22,27
207582,1,5,1,2,5,3,5,5,3,3350,1250,2100,2847,1027,1820,647,244,403,594,222,372,53,22,31,120,19,253,39,450,620,450,590,19,27,19,27,17,22
207722,1,5,1,2,2,3,5,5,2,1078,339,725,684,195,479,247,73,167,247,73,167,0,0,0,0,0,0,0,,,,,,,,,,
207847,1,1,1,2,3,3,1,1,3,825,413,412,608,305,303,352,174,178,323,164,159,29,10,19,29,8,233,66,440,540,440,540,17,23,16,22,16,22
207865,1,1,1,1,3,3,1,1,3,2076,832,1244,1954,789,1165,690,294,396,659,282,377,31,12,19,0,0,585,85,,,,,17,23,16,23,16,23
207971,1,5,1,2,2,2,5,2,3,5958,2440,3518,4483,1790,2693,583,268,315,571,266,305,12,2,10,108,19,328,56,530,680,540,690,22,29,21,31,20,28
208479,3,3,1,3,2,3,3,3,1,180,28,152,173,26,147,96,16,80,96,16,80,,,,,,,,,,,,,,,,,
208512,3,3,5,3,1,5,3,3,1,188,35,153,146,25,121,135,25,110,135,25,110,,,,,,,,,,,,,,,,,
208646,1,2,1,5,3,3,3,1,3,646,275,371,631,263,368,267,117,150,244,108,136,23,9,14,,,,,,,,,,,,,,
208725,1,2,1,3,1,3,2,5,3,77,27,50,21,6,15,6,4,2,6,4,2,0,0,0,,,,,,,,,,,,,,
208822,1,2,1,2,2,3,5,1,3,3957,1499,2458,3266,1256,2010,647,264,383,647,264,383,0,0,0,53,8,65,10,560,680,530,670,19,27,19,27,19,27
209056,5,5,1,5,1,3,5,1,3,5519,1922,3597,4385,1447,2938,677,232,445,677,232,445,0,0,0,106,16,76,11,650,730,590,690,27,32,27,34,25,30
209065,1,5,1,2,1,3,3,1,3,2187,857,1330,1850,671,1179,315,119,196,315,119,196,,,,,,,,,,,,,,,,,
209241,3,3,1,3,1,3,3,1,3,5,5,0,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,
209287,1,2,1,2,1,3,3,1,3,320,201,119,190,114,76,78,52,26,75,51,24,3,1,2,,,,,,,,,,,,,,
209409,1,5,1,2,5,3,5,1,3,456,213,243,310,132,178,85,43,42,85,43,42,0,0,0,3,4,4,5,595,620,545,595,17,18,15,18,17,18
209506,1,3,1,1,3,3,5,1,3,4593,1911,2682,4162,1719,2443,443,234,209,403,218,185,40,16,24,52,12,44,10,538,650,528,650,21,28,19,26,20,28
209542,1,2,1,1,3,2,5,1,3,23188,10579,12609,20687,9225,11462,3965,2018,1947,3603,1856,1747,362,162,200,1009,25,513,13,560,680,560,690,21,28,20,27,20,28
209551,1,5,1,1,5,3,3,2,3,31558,12992,18566,29483,11929,17554,4589,1929,2660,4525,1896,2629,64,33,31,,,,,,,,,,,,,,
209603,1,3,5,3,5,1,3,1,3,364,61,303,355,58,297,64,11,53,60,9,51,4,2,2,,,,,,,,,,,,,,
209612,1,2,1,2,1,3,5,1,3,2266,1037,1229,2063,934,1129,363,166,197,363,166,197,,,,30,8,32,9,550,650,540,660,19,27,17,27,19,27
209807,1,3,1,1,2,2,5,1,3,6859,2394,4465,6751,2352,4399,1741,690,1051,1604,628,976,137,62,75,146,9,133,8,510,640,490,610,17,24,15,26,18,29
209825,1,2,1,1,1,3,5,1,3,12044,3812,8232,9778,3121,6657,911,340,571,907,339,568,4,1,3,163,18,90,10,595,690,570,670,26,31,24,32,25,29
209922,1,5,1,1,1,5,3,5,3,7010,2683,4327,3071,1064,2007,502,182,320,502,182,320,0,0,0,,,,,,,,,,,,,,
210146,1,3,1,1,3,2,2,1,3,1913,684,1229,1716,617,1099,519,220,299,478,198,280,41,22,19,166,32,111,21,500,630,480,600,18,25,16,24,16,24
210304,1,3,1,2,3,3,2,1,3,406,121,285,307,90,217,33,8,25,33,8,25,0,0,0,,,,,,,,,,,,,,
210331,1,3,1,3,1,3,5,1,5,2136,785,1351,801,279,522,173,73,100,167,70,97,6,3,3,29,17,8,5,503,605,500,560,21,26,18,27,17,27
210401,1,2,1,1,1,3,2,1,3,3680,1429,2251,2930,1079,1851,260,109,151,259,108,151,1,1,0,,,,,,,,,,,,,,
210429,1,5,1,5,5,3,3,1,3,2798,868,1835,2562,786,1705,544,173,367,519,163,352,25,10,15,,,,,,,,,,,,,,
210492,1,3,1,1,1,3,5,1,3,498,215,283,451,186,265,75,43,32,75,43,32,0,0,0,18,24,2,3,530,670,445,623,27,28,26,27,24,25
210571,1,2,1,2,2,3,2,2,3,5788,2653,3133,4417,1852,2563,342,178,164,342,178,164,0,0,0,,,,,,,,,,,,,,
210669,1,5,1,1,1,3,5,1,3,4667,2296,2371,3521,1620,1901,408,201,207,408,201,207,,,,113,28,52,13,580,680,560,670,23,28,22,30,21,27
210739,1,2,1,1,1,3,5,1,3,3554,1176,2378,2780,888,1892,516,179,337,510,179,331,6,0,6,158,31,23,4,550,640,530,620,23,29,22,31,21,27
210775,1,2,1,2,2,3,2,2,3,5371,2727,2644,3103,1325,1778,403,179,224,401,178,223,2,1,1,,,,,,,,,,,,,,
211024,1,2,1,2,1,3,2,1,3,417,257,160,243,142,101,92,51,41,90,50,40,2,1,1,,,,,,,,,,,,,,
211088,2,2,1,1,1,1,5,1,3,5636,1831,3805,4645,1403,3242,390,135,255,390,135,255,0,0,0,116,30,19,5,560,640,520,640,22,27,22,26,23,28
211130,3,3,1,3,1,3,3,3,3,21,14,7,21,14,7,21,14,7,21,14,7,0,0,0,,,,,,,,,,,,,,
211158,2,2,1,1,2,3,2,1,3,6466,2250,4216,5826,2095,3731,1407,526,881,1389,520,869,18,6,12,,,,,,,,,,,,,,
211273,1,5,1,2,1,3,2,1,3,3391,0,3391,1334,,1334,422,,422,422,,422,,,,,,,,,,,,,,,,,
211291,1,2,1,1,1,5,5,1,3,11263,5652,5611,3886,1751,2135,1027,492,535,1027,492,535,,,,360,35,179,17,640,710,655,740,29,33,29,34,27,33
211352,1,2,1,1,5,3,5,1,3,3256,1011,2245,2606,773,1833,306,123,183,306,123,183,0,0,0,45,15,7,2,495,620,503,595,18,25,21,25,23,26
211361,1,5,1,3,5,5,5,5,3,3933,1510,2423,3818,1463,2355,815,325,490,789,319,470,26,6,20,307,38,48,6,480,580,460,570,18,24,16,24,17,25
211431,1,5,1,2,5,3,5,1,3,1044,191,853,961,160,801,185,26,159,181,24,157,4,2,2,87,48,10,6,480,590,475,550,21,24,18,25,17,21
211440,1,5,1,1,1,1,5,1,3,32896,19878,13018,4453,2122,2331,1896,912,984,1896,912,984,0,0,0,905,48,416,22,710,760,770,800,33,35,34,36,33,36
211468,1,1,1,1,1,3,1,1,3,1233,24,1209,848,13,835,168,2,166,168,2,166,0,0,0,55,33,7,4,530,620,490,590,20,29,21,28,19,26
211477,1,3,5,3,5,3,5,1,3,247,83,164,219,75,144,81,32,49,40,20,20,41,12,29,,,,,,,,,,,,,,
211556,1,2,1,1,1,3,3,2,3,3006,868,2138,2206,551,1655,365,89,276,365,89,276,0,0,0,,,,,,,,,,,,,,
211583,1,3,1,5,5,3,5,1,3,1197,516,681,1172,506,666,198,117,81,197,117,80,1,0,1,3,3,0,0,460,550,440,540,,,,,,
211635,1,3,1,3,1,3,3,1,1,9,3,6,5,1,4,5,1,4,5,1,4,,,,,,,,,,,,,,,,,
211644,1,5,1,2,2,2,2,2,3,1642,562,1080,1629,553,1076,522,176,346,488,164,324,34,12,22,,,,,,,,,,,,,,
211802,1,2,1,2,1,3,2,3,3,53,16,37,28,9,19,12,3,9,12,3,9,,,,,,,,,,,,,,,,,
211893,3,3,2,3,1,1,2,2,3,229,108,120,11,3,8,10,3,7,10,3,7,,,,,,,,,,,,,,,,,
211981,1,5,1,1,5,3,5,1,3,1854,822,1032,1721,742,979,378,152,226,376,152,224,2,0,2,128,34,12,3,530,640,520,610,23,28,20,29,23,26
212009,1,1,1,2,1,2,2,1,2,6366,2604,3762,3061,1196,1865,677,286,391,677,286,391,0,0,0,,,,,,,,,,,,,,
212054,1,2,1,2,1,2,5,1,3,34519,16233,18286,28522,13191,15331,2854,1371,1483,2831,1359,1472,23,12,11,1061,37,255,9,600,690,610,720,26,32,25,34,25,31
212106,1,3,1,1,3,3,5,5,3,10512,3472,7037,8857,2921,5936,1233,444,789,1231,443,788,2,1,1,416,34,119,10,580,660,560,650,24,29,23,31,23,28
212115,1,1,1,1,3,3,5,1,3,3054,1245,1809,2852,1146,1706,679,330,349,673,326,347,6,4,2,288,42,16,2,480,580,480,570,20,26,17,23,16,25
212133,1,2,1,2,2,3,5,1,3,1866,653,1087,1282,430,769,339,128,211,324,123,201,15,5,10,,,,,,,,,,,,,,
212160,1,1,1,2,2,2,5,1,3,3042,1160,1882,2810,1037,1773,644,242,402,631,238,393,13,4,9,268,42,57,9,490,600,480,570,20,27,17,27,18,25
212197,1,2,1,2,1,3,5,1,3,2510,992,1518,1995,725,1270,434,177,257,433,176,257,1,1,0,167,39,17,4,540,650,530,630,24,28,21,29,25,30
212577,1,2,1,1,1,3,3,1,3,7720,3681,4039,2898,1325,1573,510,221,289,510,221,289,,,,,,,,,,,,,,,,,
212601,1,2,1,1,2,3,5,1,3,4746,2062,2684,3967,1649,2318,644,285,359,638,283,355,6,2,4,222,34,61,9,500,620,490,630,20,28,18,26,19,27
212656,1,3,1,1,2,3,2,1,3,1551,901,650,1231,692,539,245,130,115,243,130,113,2,0,2,,,,,,,,,,,,,,
212674,1,1,1,1,1,2,5,1,3,6206,2898,3308,3496,1602,1894,623,302,321,623,302,321,,,,219,35,71,11,640,720,640,710,28,32,,,,
212805,1,3,1,2,1,3,5,1,1,2082,1022,1060,1511,720,791,618,297,321,618,297,321,,,,304,49,135,22,571,690,559,692,23,30,23,33,23,29
212832,1,2,1,1,2,3,5,1,3,904,220,684,819,190,629,177,43,134,175,42,133,2,1,1,58,33,1,1,490,610,500,590,,,,,,
212911,5,5,1,2,1,3,5,2,3,5332,2421,2911,951,406,545,411,181,230,411,181,230,,,,155,38,86,21,710,760,710,780,33,35,34,36,30,35
212984,1,2,1,2,2,3,5,1,3,1946,631,1312,1499,436,1063,355,99,256,355,99,256,0,0,0,68,19,3,1,500,655,430,565,18,24,11,16,14,18
212993,1,3,1,3,5,5,3,1,3,50,25,25,30,15,15,15,11,4,13,11,2,2,0,2,,,,,,,,,,,,,,
213011,1,2,1,2,1,2,5,1,3,2067,665,1402,1645,497,1148,290,96,194,286,95,191,4,1,3,86,30,10,4,550,630,533,600,23,26,,,,
213020,1,2,1,2,2,2,5,1,3,8846,2865,5981,8333,2626,5707,1721,664,1057,1664,624,1040,57,40,17,731,42,63,4,480,580,460,560,17,25,16,23,17,24
213163,3,3,1,3,1,3,3,3,1,11,2,9,10,2,8,10,2,8,10,2,8,,,,,,,,,,,,,,,,,
213233,1,5,1,2,1,5,2,3,5,354,253,101,342,250,92,188,156,32,183,152,31,5,4,1,,,,,,,,,,,,,,
213251,1,3,1,1,1,3,2,1,3,2753,1306,1447,2049,901,1148,337,152,185,337,152,185,,,,,,,,,,,,,,,,,
213303,1,5,5,3,5,3,5,1,3,1501,904,597,1233,727,506,216,131,85,206,128,78,10,3,7,25,12,1,1,450,590,470,580,,,,,,
213321,1,2,1,1,2,3,2,1,3,3079,1393,1686,2951,1324,1627,418,217,201,418,217,201,0,0,0,,,,,,,,,,,,,,
213349,1,1,1,2,2,1,1,1,3,6698,2884,3814,6514,2772,3742,1490,663,827,1487,662,825,3,1,2,485,33,13,1,500,610,490,590,19,23,19,21,18,24
213358,1,2,1,2,1,2,5,3,3,1444,650,794,1417,641,776,148,54,94,148,54,94,,,,34,28,9,7,500,590,465,570,15,26,17,25,15,27
213367,1,3,1,1,1,3,2,1,3,5818,2062,3756,4733,1643,3090,482,184,298,481,183,298,1,1,0,,,,,,,,,,,,,,
213385,1,5,1,1,1,3,5,1,3,8262,4238,4024,3366,1678,1688,782,413,369,782,413,369,,,,221,28,105,13,640,720,660,740,30,33,30,35,27,32
213400,1,3,1,3,1,3,5,1,3,275,123,152,264,114,150,152,61,91,145,57,88,7,4,3,120,79,12,8,510,620,500,590,20,26,19,28,17,26
213507,1,2,1,1,3,3,5,1,5,3019,1400,1619,2344,1021,1323,474,231,243,474,231,243,0,0,0,202,43,0,0,538,640,540,650,,,,,,
213543,2,3,1,2,1,3,5,2,3,14107,7317,6790,6485,3001,3484,1519,793,726,1519,793,726,,,,543,36,278,18,645,730,680,760,30,34,31,35,28,34
213598,1,5,1,3,3,3,1,1,3,3536,1430,2106,2820,1026,1794,477,150,327,474,150,324,3,0,3,138,29,12,3,450,545,440,528,16,21,15,23,16,18
213613,1,2,1,2,2,2,1,1,3,2096,842,1254,1991,782,1209,524,222,302,514,219,295,10,3,7,224,43,0,0,490,600,490,590,,,,,,
213622,3,3,1,3,1,3,3,3,1,14,1,13,9,1,8,6,0,6,6,,6,,,,,,,,,,,,,,,,,
